Age;JJR;JAKR;Blanco;NS/NC;age.18.34;age.35.54;age.mas.54;independent;unemployed;doctor;overseas
25-34;3;4;1;2;10;8;5;4;2;1;1
25-34;4;3;2;3;8;5;2;3;2;1;1
25-34;3;4;1;2;6;5;3;2;1;1;0
25-34;3;4;1;2;8;5;3;4;2;1;1
25-34;3;4;1;2;7;5;3;4;2;1;1
25-34;3;2;1;4;6;5;3;2;1;1;0
25-34;3;2;1;4;6;5;3;2;1;1;1
25-34;4;3;1;2;7;5;3;3;2;1;1
25-34;3;2;1;4;6;5;2;3;1;1;1
25-34;4;3;1;2;6;5;3;2;1;1;1
25-34;4;3;2;1;8;5;3;2;1;1;1
25-34;3;2;1;4;5;4;2;3;1;1;0
25-34;3;4;1;2;6;5;3;2;1;1;1
25-34;4;3;1;2;6;5;3;2;1;1;1
25-34;3;2;1;4;5;3;2;2;1;1;1
25-34;4;3;1;2;8;5;3;2;1;1;0
25-34;4;3;1;2;10;6;4;3;2;1;1
25-34;3;2;1;4;5;4;3;2;1;1;0
25-34;3;2;1;4;6;5;3;2;1;1;1
25-34;3;2;1;4;6;5;3;2;1;1;1
25-34;4;3;2;5;10;6;4;3;2;1;2
25-34;3;2;1;4;5;6;3;2;1;1;1
25-34;3;2;1;4;8;5;3;2;1;1;0
25-34;3;4;1;2;6;5;3;4;2;1;1
25-34;4;3;1;2;6;5;3;4;2;1;1
25-34;4;3;2;1;6;5;3;4;2;1;1
35-44;4;5;2;3;6;7;3;4;2;1;1
35-44;3;4;1;2;5;6;3;4;2;1;1
35-44;3;4;1;2;5;6;3;4;1;2;1
35-44;4;6;2;3;5;7;3;4;2;1;1
35-44;3;4;1;2;5;7;3;4;2;1;1
35-44;3;4;1;2;5;6;2;3;1;1;1
35-44;3;5;1;2;4;6;3;2;1;1;1
35-44;3;4;1;2;5;7;3;4;1;2;0
35-44;3;5;1;2;4;6;1;3;2;1;0
35-44;3;4;1;2;5;7;3;4;1;2;1
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;4;1;2;5;7;3;2;1;1;0
35-44;3;4;1;2;5;7;3;4;1;2;1
35-44;3;5;1;2;4;6;1;3;1;1;0
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;4;1;2;5;6;3;2;1;1;1
35-44;3;2;1;2;4;5;3;2;1;1;1
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;2;1;2;4;5;3;2;1;1;1
35-44;3;4;1;2;5;6;3;4;2;1;1
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;4;1;2;5;7;3;2;1;1;0
35-44;3;4;1;2;5;6;3;4;1;2;1
35-44;3;5;1;2;4;5;2;3;1;1;0
35-44;3;4;1;2;5;6;2;3;1;1;1
35-44;3;4;1;2;5;6;3;2;1;1;1
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;4;1;2;5;6;3;2;1;1;1
35-44;5;4;2;3;6;8;2;3;1;2;1
35-44;3;5;1;2;4;5;2;3;1;1;0
35-44;3;4;1;2;5;7;3;4;1;2;1
35-44;3;4;1;2;5;7;3;2;1;1;0
35-44;3;4;1;2;5;6;3;4;2;1;1
35-44;3;5;2;4;6;7;3;4;2;1;2
35-44;3;4;1;2;5;6;3;2;1;1;0
35-44;3;2;1;4;5;6;3;2;1;1;0
45-54;3;5;1;2;4;6;3;3;1;1;0
45-54;4;5;1;2;6;8;3;3;1;1;0
45-54;3;5;1;2;4;6;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;6;3;4;1;2;1
45-54;3;5;1;2;4;5;2;3;1;1;1
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;5;2;4;6;8;5;3;2;1;2
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;7;3;4;1;2;1
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;5;1;2;4;5;2;3;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;5;1;2;4;5;2;3;1;1;0
45-54;3;4;1;2;5;6;3;4;2;1;0
45-54;3;4;1;2;5;7;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;1
45-54;3;5;2;4;6;8;5;3;2;1;1
45-54;3;2;1;4;5;7;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;7;3;4;1;2;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;4;1;2;5;6;3;2;1;1;1
45-54;3;4;1;2;5;6;3;4;2;1;1
45-54;3;4;1;2;5;7;3;4;2;1;0
45-54;3;4;1;2;5;6;3;2;1;1;0
45-54;3;2;1;4;5;6;4;3;2;1;1
45-54;3;4;1;2;5;7;3;4;2;1;1
45-54;3;5;1;2;4;5;2;3;1;1;0
45-54;3;5;1;2;4;6;3;2;1;1;0
>54;3;5;1;2;2;3;6;2;1;1;0
>54;3;7;2;1;2;4;7;3;1;1;0
>54;3;5;1;2;4;3;6;2;1;1;0
>54;3;4;1;2;5;7;8;3;1;2;1
>54;3;5;1;2;2;4;5;3;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;7;1;2;4;5;6;3;1;2;1
>54;3;5;2;1;4;3;6;2;1;1;0
>54;3;5;1;2;2;3;6;2;1;1;0
>54;3;5;1;2;2;3;6;2;1;1;0
>54;3;4;1;2;2;3;5;2;1;1;1
>54;3;4;2;1;5;3;6;2;1;1;0
>54;3;5;1;2;4;6;10;3;2;1;0
>54;3;7;2;1;4;5;4;3;1;2;1
>54;3;5;1;2;4;6;5;3;1;2;0
>54;3;5;2;1;4;3;6;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;8;3;2;1;1
>54;3;4;2;1;5;6;4;3;1;2;1
>54;3;5;1;1;4;3;3;2;1;1;1
>54;3;5;1;2;4;5;6;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;3;2;1;1;1
>54;3;4;1;2;2;3;5;2;1;1;0
>54;3;5;2;1;4;3;4;2;1;1;0
>54;3;5;1;2;4;6;5;3;1;2;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;8;3;2;1;1
>54;3;5;2;4;6;5;3;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;8;3;2;1;0
>54;3;5;1;2;4;6;5;3;2;1;1
>54;4;6;2;3;5;6;4;3;2;1;1
>54;3;5;1;1;2;3;4;2;1;1;0
>54;3;5;2;4;3;4;7;2;1;1;1
>54;4;6;2;3;5;4;6;3;2;1;1
>54;3;5;2;1;4;6;5;3;1;2;0
>54;3;5;2;1;4;3;6;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;5;1;2;4;6;7;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;1;2;5;6;7;3;2;1;1
>54;3;5;1;2;4;6;5;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;5;1;1;2;3;4;2;1;1;0
>54;4;6;2;3;5;4;6;3;2;1;1
>54;3;4;1;2;5;3;2;2;1;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;7;8;5;2;1;1
>54;3;5;2;1;4;3;4;2;1;1;1
>54;3;5;2;4;6;5;3;4;2;1;0
>54;3;5;2;4;6;5;3;4;2;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;1;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;8;3;2;1;1
>54;3;5;2;4;6;5;8;3;2;1;1
>54;3;5;2;4;6;5;8;4;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;8;4;2;1;1
>54;3;5;2;1;4;3;4;2;1;1;0
>54;3;5;2;4;6;5;3;2;1;1;0
