Age;JJR;JAKR;Blanco;NS/NC;age.18.34;age.35.54;age.mas.54;independent;unemployed;doctor;overseas
>54;4;7;2;3;5;6;8;3;1;2;0
>54;3;5;1;1;2;4;4;2;1;1;0
>54;3;4;1;2;2;3;5;2;1;1;0
>54;3;5;2;4;2;3;9;4;1;2;1
>54;3;5;1;2;2;3;6;2;1;1;0
>54;3;4;1;2;2;3;5;3;1;2;1
>54;3;4;1;2;5;4;6;3;1;2;0
>54;3;5;1;2;2;3;6;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;2;3;7;4;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;1;2;2;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;6;7;3;1;2;0
>54;3;5;1;2;4;5;6;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;7;2;1;4;5;4;3;2;1;1
>54;3;5;2;1;4;3;4;2;1;1;0
>54;3;4;1;2;5;6;7;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;6;7;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;6;7;3;1;2;1
>54;3;5;1;2;4;6;8;3;1;2;0
>54;3;5;1;2;4;6;5;3;2;1;1
>54;3;5;1;2;4;3;5;2;1;1;0
>54;3;5;1;2;4;6;8;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;2;1;5;4;6;3;2;1;0
>54;3;7;2;1;4;5;4;3;1;2;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;5;6;3;1;2;1
>54;3;5;1;2;4;6;8;3;1;2;1
>54;3;4;1;2;5;7;8;4;2;1;0
>54;3;5;1;1;2;3;4;2;1;1;0
>54;4;6;1;2;3;4;6;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;1;2;5;6;7;3;2;1;1
>54;3;5;1;2;4;6;7;3;2;1;0
>54;3;5;2;1;4;6;5;3;2;1;1
>54;3;4;2;1;5;4;6;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;4;1;2;5;6;7;3;1;2;0
>54;3;5;1;2;4;6;5;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;2;4;3;4;7;2;1;1;0
>54;3;5;1;2;4;6;7;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;5;1;2;4;3;4;2;1;1;1
>54;3;5;1;2;4;6;7;3;2;1;1
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;1;2;5;4;6;3;1;2;1
>54;3;5;1;2;4;6;8;3;2;1;1
>54;3;5;1;2;4;6;5;3;1;2;0
>54;3;5;1;2;4;3;5;2;1;1;0
