Age;JJR;JAKR;Blanco;NS/NC;age.18.34;age.35.54;age.mas.54;independent;unemployed;doctor;overseas
>54;0;1;0;3;1;1;2;1;0;0;0
>54;0;2;1;3;1;2;3;1;0;0;0
>54;2;3;1;4;3;4;3;2;1;1;0
>54;3;4;1;2;3;4;3;2;1;1;0
>54;5;8;2;10;6;12;7;9;3;1;0
>54;3;5;1;2;4;3;4;2;1;1;0
>54;3;4;1;2;2;4;4;3;1;1;0
>54;5;7;2;6;4;8;8;5;1;2;1
>54;3;2;1;4;2;3;5;3;1;0;0
>54;5;7;2;6;4;8;8;5;1;2;0
>54;5;8;2;10;6;9;10;7;2;1;0
>54;7;5;2;6;4;8;8;3;1;2;0
>54;5;4;2;3;4;5;5;6;2;1;0
>54;5;7;2;6;4;8;8;5;1;2;0
>54;5;7;2;4;6;5;7;3;1;2;0
>54;5;7;2;6;4;8;8;3;1;2;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;8;2;4;6;7;6;5;3;2;1
>54;5;8;2;3;4;6;8;7;1;2;0
>54;5;7;2;6;4;5;11;8;2;1;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;7;2;6;4;8;8;3;2;1;0
>54;5;7;2;3;4;6;7;5;1;2;0
>54;5;6;1;3;4;5;6;3;2;1;0
>54;5;7;2;6;4;8;8;10;3;2;1
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;7;2;6;4;8;8;5;3;1;2
>54;5;7;2;6;4;8;8;5;3;2;1
>54;5;7;2;6;4;8;8;5;3;2;1
>54;3;4;1;2;2;4;4;3;1;2;0
>54;5;7;2;6;4;8;8;5;3;2;1
>54;5;7;2;6;4;8;8;5;3;2;1
>54;3;4;1;2;2;3;5;4;1;1;0
>54;5;7;2;6;4;8;8;3;2;1;0
>54;5;4;1;10;6;8;6;5;2;1;0
>54;5;7;2;6;4;8;8;5;3;1;2
>54;5;7;2;6;4;8;8;6;2;1;0
>54;5;7;2;6;4;8;8;5;2;1;1
>54;12;8;3;5;7;10;11;6;2;1;0
>54;5;7;2;6;4;8;8;3;1;2;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;12;8;2;5;7;10;10;6;3;1;0
>54;5;7;2;4;6;5;7;3;1;2;0
>54;3;4;1;2;3;4;3;2;1;1;0
>54;5;7;2;4;6;5;7;3;2;1;0
>54;5;4;1;2;3;4;5;2;1;1;0
>54;5;7;2;6;4;8;8;3;1;2;0
>54;3;4;1;2;2;3;5;4;1;1;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;8;2;10;6;12;7;5;3;2;1
>54;5;8;2;10;6;9;10;7;3;1;0
