Age;JJR;JAKR;Blanco;NS/NC;age.18.34;age.35.54;age.mas.54;independent;unemployed;doctor;overseas
35-44;7;6;3;4;6;9;5;5;2;1;2
35-44;6;7;4;3;6;9;5;5;2;1;2
35-44;7;6;3;4;6;9;5;5;2;1;3
35-44;7;6;3;4;6;9;5;5;2;1;3
35-44;6;5;3;6;7;9;4;5;2;1;2
35-44;6;5;4;5;7;9;4;6;3;2;2
35-44;6;5;4;5;6;9;5;5;2;1;3
35-44;6;5;3;6;7;9;4;5;2;1;2
35-44;6;7;3;4;6;10;4;5;2;1;2
35-44;6;5;3;6;7;9;4;5;2;1;2
35-44;6;5;4;5;7;9;4;6;2;1;3
35-44;5;7;3;5;6;9;5;4;2;1;2
35-44;6;7;3;4;7;9;4;5;2;1;3
35-44;7;6;3;4;6;9;5;5;2;1;2
35-44;7;6;3;4;6;9;5;5;2;1;3
35-44;7;6;3;4;6;10;4;5;2;1;3
35-44;7;6;3;4;6;10;4;5;2;1;3
35-44;7;6;3;4;6;10;4;5;2;1;2
35-44;6;5;4;5;7;9;4;6;2;1;3
35-44;6;7;3;4;7;9;4;5;2;1;3
35-44;3;4;2;5;4;6;4;3;1;1;2
35-44;6;7;3;4;6;10;4;5;3;2;2
35-44;7;6;3;4;6;9;5;5;3;2;2
35-44;7;6;3;4;6;9;5;4;2;1;1
35-44;7;6;3;4;6;9;5;4;2;1;2
35-44;7;6;3;4;6;9;5;5;2;1;3
35-44;7;6;3;4;6;9;5;5;2;1;3
35-44;6;5;3;6;7;9;4;5;2;1;3
45-54;6;5;4;5;5;9;6;7;3;2;4
45-54;6;7;3;4;5;9;6;6;2;1;3
45-54;6;7;3;4;5;9;6;6;2;2;1
45-54;6;7;3;4;5;9;6;4;2;1;1
45-54;7;6;3;4;5;9;6;6;2;1;2
45-54;7;6;3;4;5;9;6;6;2;1;3
45-54;7;5;3;5;6;9;5;6;2;1;3
45-54;7;6;3;4;5;9;6;6;2;1;3
45-54;4;6;3;7;5;9;6;4;2;1;3
45-54;7;6;3;4;6;9;5;4;2;1;2
45-54;6;7;3;4;5;9;6;4;2;1;3
45-54;7;6;3;4;5;8;7;6;3;2;2
45-54;7;6;3;4;5;9;6;6;2;1;3
45-54;7;6;3;4;5;9;6;6;2;1;3
45-54;6;5;4;5;5;9;6;6;3;2;2
45-54;6;7;3;4;5;9;6;6;3;2;2
45-54;6;7;3;4;5;9;6;6;2;1;2
45-54;6;7;3;4;6;8;6;5;2;1;2
45-54;8;7;4;6;6;10;9;5;3;2;2
45-54;6;5;4;5;5;9;6;6;2;1;2
45-54;7;6;3;4;5;9;6;6;2;1;2
45-54;6;7;3;4;5;9;6;6;2;1;2
45-54;6;7;3;4;6;8;6;5;2;1;2
45-54;6;7;3;4;6;8;6;5;2;1;3
45-54;6;5;3;6;5;9;6;4;2;1;2
45-54;9;8;5;8;6;14;10;7;3;2;4
45-54;6;5;3;6;5;9;6;7;2;1;3
45-54;6;7;3;4;5;9;6;4;3;2;1
45-54;6;7;3;4;5;9;6;6;2;1;2
45-54;7;6;3;4;6;8;6;5;2;1;2
45-54;6;5;3;6;5;9;6;4;2;1;2
45-54;5;4;2;3;4;5;5;3;1;1;2
>54;6;7;3;4;5;7;8;6;2;1;2
>54;6;7;3;4;4;7;9;6;2;1;3
>54;3;5;2;4;2;4;8;3;1;1;2
>54;8;10;5;7;6;10;14;9;3;2;4
>54;7;6;3;4;4;6;10;5;2;1;3
>54;6;7;3;4;5;7;8;6;2;1;3
>54;6;8;3;3;3;7;10;5;2;1;2
>54;6;7;3;4;5;7;8;6;2;3;2
>54;6;5;3;6;4;7;9;6;3;2;1
>54;6;7;3;4;5;7;8;6;3;1;2
>54;3;5;2;4;4;6;4;3;1;1;2
>54;6;7;3;4;4;6;10;5;2;1;3
>54;3;5;2;4;2;6;6;4;1;1;2
>54;6;8;3;3;4;7;9;5;2;1;2
>54;7;6;3;4;4;6;10;5;2;1;2
>54;5;6;3;6;4;6;10;5;2;1;3
>54;6;5;4;5;4;6;10;7;3;2;4
>54;6;8;3;3;4;6;10;5;2;1;3
>54;6;8;3;3;4;7;9;5;2;1;2
>54;6;7;3;4;4;7;9;5;2;1;2
>54;3;5;2;10;4;6;10;6;2;1;3
>54;7;6;3;4;4;6;10;5;2;1;2
>54;6;7;3;4;4;7;9;5;2;1;2
>54;6;7;3;4;4;6;10;5;2;2;1
>54;5;4;1;2;3;4;5;3;1;2;0
>54;5;8;2;10;7;10;8;6;3;2;1
>54;12;8;3;7;10;8;12;9;2;1;3
>54;3;5;1;2;4;5;2;3;1;1;0
>54;3;5;1;2;4;3;4;5;1;2;0
>54;5;4;1;3;4;5;4;6;1;2;1
>54;5;3;2;4;3;5;6;4;2;1;0
>54;2;3;1;4;2;3;5;2;1;1;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;7;2;6;4;5;11;3;2;1;1
>54;5;7;2;6;4;8;8;3;1;2;0
>54;3;4;1;2;3;4;3;5;1;2;1
>54;5;8;2;10;7;10;8;6;3;1;0
>54;5;7;2;6;4;8;8;10;1;2;1
>54;3;5;2;4;3;5;6;4;1;2;0
>54;5;7;2;6;4;8;8;10;3;2;1
>54;3;4;1;2;5;3;2;4;1;1;0
>54;5;7;2;6;4;8;8;5;2;1;0
>54;5;7;2;6;4;8;8;5;3;2;1
>54;5;3;2;10;4;8;8;6;2;1;1
>54;3;4;1;2;5;3;2;4;1;1;0
>54;10;12;3;5;8;12;10;7;2;1;1
>54;3;4;1;2;5;3;2;4;1;1;0
>54;5;7;2;6;4;8;8;5;3;1;0
>54;5;7;2;6;4;5;11;8;1;2;0
>54;5;8;2;3;4;7;7;6;2;1;1
>54;5;7;2;6;4;8;8;3;1;2;0
>54;5;8;2;10;7;6;12;4;3;1;2
>54;5;3;2;4;3;5;6;4;1;2;0
>54;5;7;2;6;4;5;11;8;3;2;1
>54;5;7;2;6;4;8;8;5;3;1;2
>54;5;8;2;3;4;6;8;5;2;1;0
>54;5;7;2;6;8;6;6;5;2;1;1
>54;5;7;2;6;4;8;8;5;2;1;1
>54;5;7;2;6;4;8;8;5;3;1;2
>54;5;7;2;6;4;8;8;9;1;2;0
>54;5;7;2;6;4;8;8;10;3;1;2
>54;5;8;2;10;4;8;13;6;3;2;1
>54;5;7;2;6;4;8;8;5;2;1;1
>54;5;7;2;6;4;8;8;7;3;1;2
>54;5;7;2;6;4;8;8;5;2;1;0
