age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
>54;66.000-87.999;5;3;2;1;1;3;4;6;4;2;1;1
>54;66.000-87.999;5;3;2;1;1;4;3;5;8;2;1;1
>54;66.000-87.999;5;4;2;3;1;2;3;5;7;2;1;0
>54;66.000-87.999;12;8;3;4;2;6;5;10;10;3;2;1
>54;66.000-87.999;5;3;2;4;1;2;3;5;9;2;1;1
>54;66.000-87.999;5;3;2;1;1;3;4;5;6;2;1;1
>54;66.000-87.999;5;4;2;3;1;5;4;6;10;3;2;1
>54;66.000-87.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;66.000-87.999;12;8;3;5;2;10;7;15;18;6;4;3
>54;66.000-87.999;12;8;3;4;2;6;5;10;10;3;2;1
>54;66.000-87.999;12;8;4;5;3;6;7;10;11;5;2;1
>54;Pref. no;5;4;2;3;1;5;4;6;10;3;2;1
>54;Pref. no;5;7;3;4;2;6;4;8;15;3;2;1
>54;Pref. no;12;8;3;4;2;6;5;10;10;4;2;1
>54;Pref. no;5;7;3;4;1;6;4;8;14;3;2;1
>54;Pref. no;10;8;3;5;2;7;6;9;10;4;2;1
>54;Pref. no;5;8;3;4;2;6;7;10;11;3;2;1
>54;Pref. no;5;7;2;3;1;4;6;8;5;2;1;1
>54;Pref. no;12;15;5;8;3;7;10;12;18;4;2;3
