age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
35-44;88.000-109.999;12;8;4;3;2;6;7;14;14;3;2;1
35-44;<22.000;3;6;1;4;2;5;7;8;6;1;0;3
35-44;<22.000;5;4;1;3;2;7;6;5;4;2;1;3
35-44;<22.000;3;4;1;2;2;5;4;6;7;1;0;3
35-44;<22.000;3;4;1;2;2;5;6;7;4;1;0;3
35-44;<22.000;3;4;1;2;2;5;4;6;7;1;0;3
35-44;<22.000;5;4;2;3;1;7;6;5;4;2;1;3
35-44;22.000-43.999;8;6;3;4;2;7;10;8;4;3;1;2
35-44;22.000-43.999;12;9;5;6;3;8;10;16;7;4;2;3
35-44;22.000-43.999;12;7;4;3;2;5;8;15;10;3;1;2
35-44;22.000-43.999;12;9;4;5;3;7;10;18;12;3;1;4
35-44;22.000-43.999;8;5;3;4;2;6;7;11;10;2;1;3
35-44;22.000-43.999;12;8;4;5;3;6;10;14;4;2;1;3
35-44;22.000-43.999;12;8;5;4;3;6;10;15;13;4;2;3
35-44;44.000-65.999;12;9;6;4;3;7;10;18;13;4;2;3
35-44;44.000-65.999;12;9;5;4;3;7;8;18;14;6;2;3
35-44;44.000-65.999;12;8;5;6;3;4;10;15;13;4;2;3
35-44;66.000-87.999;12;6;4;3;2;8;7;13;15;5;2;1
35-44;66.000-87.999;12;6;4;3;2;8;9;13;13;4;2;3
35-44;66.000-87.999;12;9;4;6;3;5;10;18;11;7;2;3
35-44;66.000-87.999;12;8;4;3;2;6;9;17;9;5;2;3
35-44;66.000-87.999;12;8;4;3;2;6;10;15;10;5;2;3
35-44;66.000-87.999;12;8;4;5;3;6;10;18;10;4;2;3
35-44;Pref. no;8;5;4;3;2;6;7;11;10;3;2;2
35-44;Pref. no;12;7;5;4;3;9;10;18;12;4;2;3
35-44;Pref. no;12;8;4;5;3;6;10;18;10;4;2;3
45-54;88.000-109.999;12;6;4;3;2;5;7;16;9;4;2;1
45-54;88.000-109.999;12;7;4;3;2;6;8;14;12;5;2;1
45-54;88.000-109.999;12;6;4;3;2;5;6;13;13;3;2;1
45-54;88.000-109.999;12;8;5;3;2;6;7;14;15;4;2;1
45-54;88.000-109.999;12;8;4;3;2;6;7;14;14;3;2;1
45-54;88.000-109.999;12;8;6;4;3;7;10;15;5;4;2;3
45-54;110.000-131.999;12;6;4;3;2;8;5;15;15;4;2;1
45-54;<22.000;4;6;1;3;2;5;3;9;9;2;0;4
45-54;<22.000;7;6;2;3;1;5;6;9;9;1;0;4
45-54;<22.000;12;8;4;3;2;6;5;15;15;2;1;4
45-54;<22.000;4;3;2;2;1;5;3;6;8;1;0;3
45-54;<22.000;6;4;2;3;1;4;3;8;9;1;0;2
45-54;<22.000;7;5;3;2;1;4;6;8;8;2;1;3
45-54;<22.000;5;4;2;3;1;6;4;7;10;1;0;3
45-54;22.000-43.999;12;9;4;5;3;7;6;18;16;3;1;4
45-54;22.000-43.999;12;9;4;5;3;7;8;15;17;4;1;6
45-54;22.000-43.999;12;8;5;4;3;10;6;18;18;3;1;4
45-54;22.000-43.999;12;9;4;6;3;5;8;15;16;4;1;2
45-54;22.000-43.999;12;8;5;4;3;6;10;16;12;4;2;3
45-54;22.000-43.999;12;8;4;5;3;6;7;18;13;4;1;2
45-54;22.000-43.999;12;8;5;6;3;10;7;16;11;4;2;3
45-54;22.000-43.999;12;7;3;5;2;6;8;13;14;4;1;3
45-54;22.000-43.999;12;9;5;3;2;4;6;14;15;3;1;2
45-54;44.000-65.999;12;6;5;4;2;8;7;14;16;3;1;2
45-54;44.000-65.999;12;9;6;5;3;10;8;16;11;4;2;3
45-54;44.000-65.999;12;7;5;4;2;10;8;13;19;3;1;4
45-54;44.000-65.999;12;8;4;3;2;6;7;10;18;4;1;3
45-54;44.000-65.999;12;8;4;3;2;6;7;14;14;3;1;2
45-54;44.000-65.999;12;8;5;4;3;10;6;18;18;4;1;2
45-54;44.000-65.999;12;9;4;6;3;5;8;17;14;3;1;2
45-54;44.000-65.999;12;8;5;4;3;6;7;15;16;3;2;4
45-54;44.000-65.999;12;8;4;3;2;6;7;14;14;3;1;2
45-54;66.000-87.999;12;8;6;4;3;7;9;13;18;5;2;3
45-54;66.000-87.999;12;7;5;4;3;9;8;14;18;6;2;3
45-54;66.000-87.999;12;9;5;4;3;7;6;15;9;4;2;3
45-54;66.000-87.999;12;8;5;4;3;6;10;16;12;4;2;1
45-54;Pref. no;12;8;4;5;3;6;7;14;17;4;2;3
45-54;Pref. no;12;8;5;6;3;10;7;17;20;4;2;3
45-54;Pref. no;5;4;2;3;1;2;3;6;8;2;1;1
>54;88.000-109.999;12;7;5;3;2;6;8;10;17;4;2;1
>54;88.000-109.999;12;6;4;3;2;8;5;10;20;4;2;1
>54;88.000-109.999;12;8;4;3;2;6;5;12;18;4;2;1
>54;88.000-109.999;12;8;4;3;2;6;7;9;19;5;2;1
>54;88.000-109.999;12;6;4;3;2;5;7;10;15;4;2;1
>54;88.000-109.999;12;5;4;3;2;6;7;10;15;4;2;3
>54;88.000-109.999;12;8;6;3;2;9;5;13;22;4;2;3
>54;88.000-109.999;12;8;6;4;3;7;10;13;17;5;2;3
>54;88.000-109.999;12;7;4;3;2;6;5;10;19;3;2;1
>54;88.000-109.999;12;7;3;2;1;5;6;10;14;4;2;1
>54;88.000-109.999;12;7;5;3;2;6;8;10;17;4;2;1
>54;88.000-109.999;12;5;4;3;2;7;4;9;20;3;1;2
>54;110.000-131.999;12;7;6;3;2;5;8;11;16;4;2;1
>54;110.000-131.999;18;7;5;3;2;10;8;13;24;6;4;3
>54;110.000-131.999;12;7;6;4;3;8;6;10;24;5;2;1
>54;110.000-131.999;12;5;4;3;2;6;7;10;15;3;2;1
>54;>132.000;17;4;8;2;3;6;5;9;26;4;2;1
>54;>132.000;12;3;6;1;2;4;5;7;16;3;2;1
>54;<22.000;4;9;1;6;2;8;5;6;19;1;0;4
>54;<22.000;5;8;2;4;1;6;7;6;13;2;1;4
>54;<22.000;8;5;2;4;1;6;7;5;14;3;1;4
>54;<22.000;12;8;4;5;3;6;7;10;21;2;1;4
>54;<22.000;12;8;3;4;2;6;7;9;19;2;1;5
>54;<22.000;7;5;2;3;1;4;6;7;9;2;1;3
>54;<22.000;12;6;3;2;1;5;4;8;17;3;1;4
>54;<22.000;12;8;3;4;2;6;7;10;18;2;1;5
>54;<22.000;4;3;2;1;1;5;3;5;8;2;0;3
>54;<22.000;7;5;2;3;1;4;6;5;11;2;0;3
>54;<22.000;12;8;3;4;2;6;7;10;18;2;1;3
>54;<22.000;12;8;3;4;2;6;7;10;18;3;1;5
>54;<22.000;12;9;3;2;1;5;6;10;16;2;1;4
>54;<22.000;12;8;3;4;2;6;7;10;18;3;1;5
>54;<22.000;12;9;3;2;4;7;6;10;21;3;1;5
>54;<22.000;12;9;5;4;3;7;6;10;14;2;1;3
>54;<22.000;12;8;4;3;2;6;5;10;20;3;1;4
>54;<22.000;12;8;3;4;2;6;7;10;18;3;1;5
>54;<22.000;12;9;5;4;3;7;8;10;22;3;1;4
>54;22.000-43.999;12;9;5;4;3;7;6;10;14;2;1;3
>54;22.000-43.999;12;7;4;3;2;5;6;10;17;3;1;2
>54;22.000-43.999;12;8;4;5;3;10;6;12;24;3;1;4
>54;22.000-43.999;12;8;5;4;3;6;10;11;17;2;1;3
>54;22.000-43.999;12;8;5;4;3;6;7;10;21;3;2;4
>54;22.000-43.999;12;8;5;3;2;6;10;12;14;4;2;3
>54;22.000-43.999;12;8;5;4;3;6;7;10;21;4;1;2
>54;22.000-43.999;12;8;5;3;2;6;7;10;19;4;1;3
>54;22.000-43.999;12;7;4;3;2;5;6;10;17;3;1;2
>54;22.000-43.999;12;7;3;2;1;5;6;10;14;3;1;2
>54;22.000-43.999;12;9;6;4;3;5;10;14;15;4;1;2
>54;22.000-43.999;12;7;4;3;2;6;5;10;19;3;1;2
>54;22.000-43.999;12;9;6;4;3;8;7;10;25;5;2;3
>54;22.000-43.999;12;9;5;3;4;7;8;11;21;6;2;3
>54;22.000-43.999;12;8;4;3;2;6;5;9;21;4;1;3
>54;22.000-43.999;12;8;4;3;2;6;9;10;16;3;2;4
>54;22.000-43.999;12;8;5;4;3;6;10;12;16;4;1;3
>54;22.000-43.999;12;8;5;4;3;6;10;15;13;4;1;2
>54;22.000-43.999;12;9;6;4;3;7;10;13;18;4;1;2
>54;22.000-43.999;12;8;5;3;2;10;9;12;19;4;1;3
>54;22.000-43.999;12;9;4;5;3;7;6;10;14;2;1;3
>54;44.000-65.999;12;7;5;3;2;6;8;10;17;4;1;3
>54;44.000-65.999;12;8;5;4;3;6;7;10;21;4;2;3
>54;44.000-65.999;12;9;5;4;3;7;8;10;22;3;1;2
>54;44.000-65.999;12;7;4;3;2;6;6;10;18;3;1;2
>54;44.000-65.999;12;8;5;4;3;6;7;10;21;3;2;4
>54;44.000-65.999;12;8;4;3;2;6;7;10;18;3;1;2
>54;44.000-65.999;12;8;5;4;3;10;7;10;25;4;2;3
>54;44.000-65.999;12;9;6;4;3;5;7;15;17;4;2;3
>54;44.000-65.999;12;8;5;4;3;6;10;12;16;4;2;3
>54;44.000-65.999;12;9;6;4;3;5;8;14;17;6;2;3
>54;44.000-65.999;12;8;5;4;3;6;7;13;18;4;2;3
>54;44.000-65.999;12;9;6;4;3;5;8;14;17;6;2;3
>54;44.000-65.999;12;8;5;4;3;6;10;14;14;3;2;1
>54;66.000-87.999;12;5;4;3;2;6;8;10;14;3;1;2
>54;66.000-87.999;12;7;4;3;2;5;6;10;17;3;1;2
>54;66.000-87.999;12;9;5;3;2;4;8;10;17;6;2;1
>54;66.000-87.999;12;9;5;4;3;7;8;10;22;3;2;1
>54;66.000-87.999;12;6;4;3;2;8;7;10;18;5;2;1
>54;66.000-87.999;12;8;5;4;3;6;7;14;17;6;2;3
>54;66.000-87.999;12;9;6;4;3;8;10;14;18;5;2;1
>54;Pref. no;12;9;6;5;3;10;8;11;26;4;2;3
>54;Pref. no;12;9;6;4;3;7;8;10;23;5;2;3
>54;Pref. no;12;9;5;3;2;4;7;10;18;3;1;2
>54;Pref. no;12;8;4;3;2;6;7;10;18;4;2;1
>54;Pref. no;12;8;5;3;2;10;9;11;20;4;1;2
>54;Pref. no;12;8;5;4;3;6;7;10;21;4;2;3
>54;Pref. no;12;8;5;4;3;6;9;11;18;4;2;3
>54;Pref. no;12;7;4;3;2;5;6;8;19;3;2;1
