age;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
25-34;3;2;2;1;1;1;5;3;2;1;0;1
25-34;3;4;2;3;1;2;5;4;2;1;0;1
25-34;4;3;2;3;1;2;6;5;4;1;0;1
25-34;4;3;2;3;1;2;5;4;3;1;0;2
25-34;3;4;2;3;1;2;5;4;3;1;0;2
25-34;3;4;2;3;1;2;5;4;2;1;0;1
25-34;4;3;2;3;1;2;6;5;4;2;1;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;4;3;2;3;1;2;5;6;2;1;0;1
35-44;4;5;3;2;1;2;5;6;2;1;0;2
35-44;4;3;2;2;1;3;4;5;1;2;0;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;5;4;3;2;1;2;4;6;3;2;1;2
35-44;4;3;2;3;1;2;3;6;3;2;1;1
35-44;5;4;3;2;1;3;4;6;2;1;0;2
35-44;4;3;2;3;1;2;3;5;2;1;0;1
35-44;4;3;2;3;1;2;3;6;2;1;0;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;5;4;3;2;1;3;4;6;5;2;1;2
35-44;6;5;3;4;2;5;7;8;5;2;1;2
35-44;4;3;2;3;1;2;3;6;3;2;1;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;6;4;3;2;1;4;5;4;2;1;0;2
35-44;5;4;3;2;1;2;4;6;3;1;0;2
35-44;4;3;2;3;1;2;3;5;4;1;0;1
35-44;5;4;3;2;1;2;4;6;3;1;0;2
35-44;4;3;2;3;1;2;5;6;4;2;1;1
35-44;4;3;2;3;1;2;3;5;2;1;0;1
35-44;6;4;3;2;1;4;5;4;2;2;1;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;4;3;2;3;1;2;3;5;2;1;0;1
35-44;4;3;2;3;1;2;3;5;4;1;0;1
35-44;4;3;2;2;1;3;4;5;2;1;0;2
35-44;6;5;3;4;2;5;4;8;3;2;1;2
35-44;5;4;3;2;1;3;4;5;4;1;0;2
35-44;4;3;2;2;1;3;4;5;2;1;0;1
44-54;4;3;2;2;1;3;3;5;4;2;1;1
44-54;6;4;3;2;1;4;5;7;4;2;1;2
44-54;5;4;3;2;1;2;4;6;3;1;0;2
44-54;5;4;3;2;1;2;4;6;3;1;0;1
44-54;6;5;3;2;2;4;5;7;6;2;1;3
44-54;4;5;3;2;1;3;4;6;4;2;1;2
44-54;5;4;3;2;1;2;3;6;4;1;0;2
44-54;4;3;2;2;1;3;3;5;4;2;1;1
44-54;6;5;4;3;2;5;4;7;4;2;1;2
44-54;4;3;2;2;1;3;4;5;2;1;0;1
44-54;4;3;2;2;1;3;4;5;2;1;0;2
44-54;6;5;3;2;1;3;4;8;4;2;1;1
44-54;6;5;3;2;1;3;4;8;4;2;1;2
44-54;5;4;3;2;1;2;3;5;2;1;0;1
44-54;5;4;3;2;1;2;3;6;3;1;0;1
44-54;6;5;4;3;2;5;4;6;5;2;1;2
44-54;4;3;2;2;1;3;3;5;4;1;0;1
44-54;5;4;3;2;1;3;4;6;3;2;1;2
44-54;5;4;3;2;1;5;3;6;6;2;1;2
44-54;6;4;3;2;1;4;3;6;7;2;1;2
44-54;6;4;3;2;1;4;5;7;4;2;1;2
44-54;6;5;3;4;2;5;4;7;4;2;1;2
44-54;5;4;3;2;1;2;3;6;6;2;1;1
44-54;6;5;3;2;1;3;5;6;4;2;1;1
44-54;4;3;2;2;1;3;4;5;2;1;0;2
44-54;4;3;2;2;1;3;4;5;2;1;0;2
44-54;4;3;2;2;1;3;4;5;6;2;1;1
44-54;5;4;3;2;1;2;3;6;4;1;0;2
44-54;6;4;3;2;1;4;5;6;5;2;1;2
44-54;4;3;2;2;1;3;3;5;4;2;1;1
44-54;6;5;3;2;1;3;4;7;4;2;1;2
44-54;5;4;3;2;1;3;4;6;3;2;1;2
44-54;4;3;2;2;1;3;4;5;3;1;0;1
44-54;5;4;3;2;1;2;4;6;3;1;0;2
44-54;6;5;4;3;2;5;4;7;4;2;1;3
44-54;5;4;3;2;1;2;4;6;3;2;1;1
44-54;6;5;4;3;2;5;4;7;4;2;1;3
44-54;4;3;2;2;1;3;2;4;2;1;0;1
44-54;6;4;3;2;1;4;5;7;4;2;1;2
44-54;4;3;2;2;1;3;3;5;4;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;6;4;3;2;1;4;3;6;7;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;5;4;3;2;1;2;3;5;7;1;0;2
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;8;5;3;4;2;3;6;8;11;2;1;1
>54;6;5;3;2;1;3;4;7;9;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;5;3;2;1;3;4;6;7;2;1;1
>54;8;5;4;3;2;3;6;8;11;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;8;5;4;3;2;3;5;7;10;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;5;3;4;2;3;4;6;5;1;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;6;7;2;1;1
>54;6;5;3;2;1;3;5;7;5;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;5;4;3;2;1;2;3;5;7;1;0;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;5;3;2;1;3;4;6;7;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;5;4;3;2;5;3;5;9;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;6;7;2;1;1
>54;6;5;4;3;2;5;4;6;5;2;1;3
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;3;6;7;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;5;4;3;2;1;2;3;5;7;1;0;1
>54;6;4;3;2;1;4;3;6;7;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;2
>54;5;4;3;2;1;2;3;5;7;1;0;1
>54;6;5;4;3;2;5;4;6;5;2;1;2
>54;6;4;3;2;1;4;3;6;7;2;1;2
>54;6;4;3;2;1;4;3;6;7;2;1;2
>54;6;5;3;4;2;5;4;6;5;2;1;2
>54;6;5;4;3;2;5;4;6;5;2;1;3
>54;6;4;3;2;1;4;5;6;5;1;0;2
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;12;8;3;4;2;6;5;7;11;6;2;3
>54;12;15;5;8;3;7;10;12;13;9;4;2
>54;12;8;3;5;2;4;7;9;13;6;2;3
>54;5;3;2;4;1;3;4;3;8;2;1;1
>54;12;8;3;4;2;6;5;10;13;7;2;1
>54;5;7;2;4;3;6;4;8;13;5;2;1
>54;5;3;2;4;1;5;3;4;8;6;2;1
>54;12;8;4;6;2;3;5;10;12;7;2;1
>54;12;8;3;5;2;4;6;10;13;7;2;1
>54;12;15;3;7;2;4;8;10;13;6;2;1
>54;12;8;3;5;2;4;6;8;15;5;2;1
>54;12;8;4;6;2;3;5;10;10;8;2;1
>54;5;4;2;3;1;2;3;4;7;2;1;1
>54;5;4;2;3;1;2;3;4;5;2;1;1
>54;5;8;2;4;3;6;7;5;11;4;2;1
>54;5;4;2;3;1;2;3;4;5;2;1;1
>54;15;10;5;8;2;5;6;12;19;7;3;2
>54;10;8;3;5;2;7;6;9;13;8;2;1
>54;10;8;3;5;2;4;6;9;7;5;2;3
>54;15;10;4;6;5;8;7;12;19;5;3;2
>54;12;15;3;8;2;5;10;12;10;6;2;3
>54;12;8;3;5;2;4;6;10;13;7;2;1
>54;12;8;3;7;5;5;6;10;12;4;2;3
>54;10;8;3;5;2;4;6;9;12;7;3;2
>54;5;4;2;3;1;2;3;4;5;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;2
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;6;4;3;2;1;4;3;6;7;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;6;5;4;3;2;5;4;6;5;1;0;2
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;6;5;3;4;2;3;4;6;10;2;1;1
>54;6;4;3;2;1;4;5;6;5;2;1;1
>54;5;4;3;2;1;2;3;5;2;1;0;1
>54;6;4;3;2;1;4;3;5;8;2;1;1
>54;5;4;3;2;1;3;4;5;6;2;1;1
>54;5;4;3;2;1;2;3;4;6;1;0;1
>54;6;4;3;2;1;4;3;5;8;2;1;2
>54;6;4;3;2;1;4;3;5;8;2;1;2
