age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
44-54;110.000-131.999;6;3;2;1;1;2;3;6;4;2;1;0
44-54;110.000-131.999;6;3;2;1;1;2;3;6;6;2;1;1
44-54;110.000-131.999;7;5;3;2;1;4;4;10;8;3;1;2
44-54;110.000-131.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;<22.000;3;6;1;4;2;4;5;6;5;1;0;3
44-54;<22.000;2;4;1;2;1;3;2;4;3;1;0;2
44-54;<22.000;3;4;2;2;1;3;4;5;6;1;0;2
44-54;<22.000;3;4;1;2;1;4;3;5;3;1;0;2
44-54;<22.000;3;5;2;1;1;4;4;7;1;1;0;3
44-54;<22.000;3;4;2;1;1;4;3;5;3;1;0;2
44-54;<22.000;3;4;2;1;1;4;3;5;3;1;0;2
44-54;<22.000;3;4;2;2;1;3;4;5;6;1;0;2
44-54;<22.000;3;4;2;3;1;2;4;5;3;1;0;2
44-54;<22.000;3;4;2;2;1;3;4;5;6;1;0;2
44-54;22.000-43.999;4;3;2;2;1;3;5;4;6;1;0;2
44-54;22.000-43.999;6;5;3;4;2;5;4;9;8;2;1;3
44-54;22.000-43.999;5;4;3;2;1;2;3;6;6;2;1;1
44-54;22.000-43.999;4;3;2;2;1;3;4;5;6;2;1;2
44-54;22.000-43.999;5;4;3;2;1;3;4;6;5;2;1;2
44-54;22.000-43.999;5;4;3;2;1;3;4;6;4;2;1;2
44-54;44.000-65.999;6;4;3;2;1;4;5;6;5;2;1;1
44-54;44.000-65.999;5;4;3;2;1;2;3;6;4;2;1;1
44-54;44.000-65.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;44.000-65.999;6;4;3;2;1;4;5;8;3;2;1;1
44-54;44.000-65.999;6;4;3;2;1;4;5;8;7;2;1;1
44-54;66.000-87.999;7;4;3;2;1;3;4;6;10;2;1;0
44-54;66.000-87.999;6;4;3;2;1;4;5;8;7;2;1;1
44-54;66.000-87.999;8;5;4;3;2;3;5;9;6;2;1;1
44-54;66.000-87.999;6;3;2;2;1;4;3;7;8;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;5;6;5;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;3;7;6;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;66.000-87.999;6;4;3;2;1;4;5;7;4;2;1;1
44-54;66.000-87.999;5;4;3;2;1;2;4;6;3;2;1;1
44-54;Pref. no;4;3;2;2;1;3;4;5;6;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;6;7;2;1;1
>54;88.000-109.999;7;4;3;2;1;3;4;7;9;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;7;6;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;5;7;4;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;7;6;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;6;7;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;6;7;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;5;7;4;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;6;7;2;1;1
>54;88.000-109.999;6;3;2;1;1;2;3;5;7;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;5;4;7;2;1;1
>54;88.000-109.999;7;4;3;2;1;3;4;6;10;2;1;1
>54;88.000-109.999;6;4;3;2;1;4;3;5;8;2;1;1
>54;88.000-109.999;8;5;3;2;1;4;5;6;12;3;1;2
>54;88.000-109.999;6;4;3;2;1;4;3;5;8;2;1;1
>54;110.000-131.999;6;3;4;2;1;3;4;5;10;2;1;1
>54;110.000-131.999;6;3;4;2;1;2;3;5;10;2;1;1
>54;110.000-131.999;8;5;4;3;2;3;5;7;9;2;1;1
>54;110.000-131.999;7;4;3;2;1;3;5;6;9;2;1;1
>54;110.000-131.999;6;3;2;1;1;2;3;6;6;2;1;1
>54;<22.000;3;5;2;4;1;3;2;4;5;1;0;2
>54;<22.000;3;4;2;1;1;4;2;3;6;1;0;2
>54;<22.000;4;6;2;3;1;4;3;5;8;2;0;3
>54;<22.000;3;4;2;1;1;4;2;3;6;1;0;2
>54;<22.000;3;5;1;2;1;4;2;5;5;1;0;2
>54;<22.000;4;5;2;3;1;5;3;5;7;2;0;3
>54;<22.000;3;4;2;1;1;4;3;4;4;1;0;2
>54;<22.000;4;3;2;1;1;2;3;4;6;1;0;2
>54;<22.000;3;4;2;1;1;4;2;3;6;1;0;2
>54;<22.000;4;5;2;3;1;5;3;4;8;2;0;3
>54;<22.000;3;5;2;1;1;4;2;5;9;1;0;2
>54;<22.000;4;6;2;3;1;4;3;5;8;2;0;3
>54;<22.000;4;5;2;3;1;5;3;6;6;2;0;3
>54;<22.000;4;3;2;1;1;3;2;4;8;1;0;2
>54;<22.000;3;4;2;1;1;4;2;4;5;1;0;2
>54;<22.000;4;3;2;1;1;3;2;4;8;1;0;2
>54;<22.000;6;5;3;2;1;3;4;7;9;2;1;3
>54;<22.000;4;3;2;1;1;3;2;4;8;1;0;2
>54;<22.000;5;4;3;2;1;4;3;5;7;2;1;2
>54;<22.000;4;3;2;1;1;3;2;4;8;1;0;2
>54;<22.000;6;4;3;2;1;4;3;5;8;2;0;3
>54;22.000-43.999;5;4;3;2;1;2;3;4;6;1;0;2
>54;22.000-43.999;4;3;2;2;1;3;4;5;6;2;1;2
>54;22.000-43.999;6;5;3;2;1;3;4;7;6;2;1;2
>54;22.000-43.999;6;4;3;2;1;4;3;7;6;2;1;1
>54;22.000-43.999;5;4;2;3;1;5;4;6;10;2;1;3
>54;22.000-43.999;5;4;2;3;1;5;3;4;8;2;1;1
>54;22.000-43.999;12;8;3;5;2;4;6;10;8;7;2;3
>54;22.000-43.999;5;4;2;3;1;5;3;6;6;4;2;1
>54;22.000-43.999;5;4;2;3;1;2;3;4;8;2;1;1
>54;22.000-43.999;5;4;2;3;1;5;3;4;8;2;1;1
>54;22.000-43.999;10;8;2;3;1;4;5;7;16;3;2;1
>54;22.000-43.999;5;3;2;4;1;5;3;6;6;2;1;1
>54;22.000-43.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;22.000-43.999;5;4;2;3;1;5;4;5;6;2;1;1
>54;22.000-43.999;10;8;4;3;2;5;6;10;6;4;2;1
>54;22.000-43.999;15;12;5;8;3;7;10;15;15;4;2;3
>54;22.000-43.999;10;8;3;4;2;5;6;8;8;3;2;1
>54;22.000-43.999;10;8;4;5;3;2;6;12;14;5;2;1
>54;22.000-43.999;5;4;2;3;1;5;3;6;6;2;1;1
>54;22.000-43.999;5;7;2;3;1;4;6;8;6;2;1;1
>54;44.000-65.999;5;3;2;4;1;5;3;6;11;2;1;1
>54;44.000-65.999;5;3;2;4;1;5;3;6;11;2;1;1
>54;44.000-65.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;44.000-65.999;5;3;2;4;1;2;3;6;8;2;1;1
>54;44.000-65.999;5;3;2;2;1;2;3;4;6;2;1;1
>54;44.000-65.999;12;8;4;3;2;6;5;10;10;4;2;1
>54;44.000-65.999;12;8;3;4;2;6;7;10;8;5;2;1
>54;44.000-65.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;44.000-65.999;10;8;3;5;2;7;6;10;9;4;2;1
>54;44.000-65.999;5;4;2;3;1;5;3;6;6;2;1;1
>54;44.000-65.999;12;8;3;4;2;6;5;10;10;3;2;1
>54;44.000-65.999;5;4;2;3;1;5;3;4;8;2;1;1
>54;44.000-65.999;5;3;2;4;1;2;3;6;8;2;1;1
>54;44.000-65.999;5;4;2;3;1;5;4;6;10;3;2;1
>54;66.000-87.999;12;8;3;4;2;6;5;10;10;7;2;1
>54;66.000-87.999;12;8;3;5;2;4;6;10;8;5;2;1
>54;66.000-87.999;10;8;4;3;2;5;6;8;8;4;2;1
>54;66.000-87.999;5;3;2;4;1;5;3;6;11;2;1;1
>54;66.000-87.999;12;8;3;5;2;4;6;10;8;5;2;1
>54;66.000-87.999;12;8;3;5;2;4;7;10;7;5;3;2
>54;66.000-87.999;12;8;3;5;2;4;7;10;7;5;2;1
>54;66.000-87.999;12;8;3;5;2;4;6;10;8;7;2;1
>54;66.000-87.999;8;5;3;4;2;6;7;8;13;5;2;1
>54;Pref. no;12;8;3;4;2;6;5;10;10;4;2;1
>54;Pref. no;12;8;3;5;2;4;6;10;8;5;2;1
>54;Pref. no;12;8;3;5;2;4;6;10;8;3;2;1
>54;Pref. no;10;8;3;4;2;5;6;8;8;3;2;1
