age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
35-44;<22.000;3;6;2;4;1;5;4;8;3;2;1;4
35-44;<22.000;3;6;2;2;1;4;4;7;3;2;1;3
35-44;<22.000;3;5;2;4;1;5;6;9;4;2;1;3
35-44;<22.000;3;5;2;2;1;4;4;6;3;2;0;3
35-44;<22.000;3;6;2;4;1;4;5;7;4;2;1;3
35-44;22.000-43.999;6;5;3;2;1;3;4;7;2;2;1;2
35-44;22.000-43.999;6;5;3;2;1;4;5;8;3;2;1;2
35-44;22.000-43.999;7;6;3;2;1;5;4;8;3;2;1;2
35-44;22.000-43.999;6;5;3;2;1;3;4;8;3;2;1;2
35-44;22.000-43.999;7;6;3;2;1;4;5;8;4;3;1;2
35-44;22.000-43.999;6;5;3;2;1;3;4;8;2;2;1;2
35-44;22.000-43.999;8;6;4;3;2;5;5;10;3;4;1;2
35-44;22.000-43.999;7;5;3;2;1;4;6;8;4;2;1;2
35-44;44.000-65.999;8;4;3;2;1;2;4;9;3;3;1;1
35-44;44.000-65.999;8;5;3;2;1;4;3;9;3;2;1;1
35-44;66.000-87.999;12;5;6;3;2;4;5;13;14;6;2;1
35-44;66.000-87.999;9;4;3;2;1;3;4;8;3;2;1;1
35-44;66.000-87.999;9;4;5;2;1;3;4;10;6;3;2;1
35-44;66.000-87.999;10;6;4;3;2;5;4;12;4;3;2;1
35-44;66.000-87.999;9;3;4;2;1;3;4;8;2;3;1;1
35-44;66.000-87.999;9;4;3;2;1;3;4;9;4;2;1;1
35-44;Pref. no;7;5;3;2;1;4;6;8;3;2;1;2
45-54;88.000-109.999;8;3;4;2;1;2;3;9;6;2;1;1
45-54;88.000-109.999;12;6;5;3;2;4;5;11;6;4;2;1
45-54;88.000-109.999;12;6;5;3;2;4;5;10;7;4;2;1
45-54;88.000-109.999;12;6;4;3;2;5;4;13;5;3;2;1
45-54;88.000-109.999;12;6;4;3;2;5;4;13;5;3;2;1
45-54;110.000-131.999;9;3;4;2;1;3;2;8;4;3;1;1
45-54;110.000-131.999;12;6;4;3;2;5;4;13;5;6;2;1
45-54;110.000-131.999;14;6;5;3;2;5;4;13;8;6;3;2
45-54;<22.000;3;9;2;4;1;6;5;7;3;2;0;4
45-54;<22.000;4;9;3;2;1;6;5;8;4;2;1;5
45-54;<22.000;3;6;2;2;1;4;3;7;4;2;0;3
45-54;<22.000;3;6;2;2;1;4;3;6;5;2;0;3
45-54;<22.000;4;8;2;3;1;7;5;8;4;2;1;3
45-54;<22.000;3;7;2;2;1;5;4;7;4;2;1;3
45-54;<22.000;4;7;3;2;1;5;4;8;5;2;1;3
45-54;<22.000;3;7;2;1;1;4;5;8;5;2;1;4
45-54;<22.000;3;6;2;2;1;4;3;7;4;2;1;3
45-54;22.000-43.999;6;8;4;3;2;5;4;9;5;3;1;2
45-54;22.000-43.999;6;8;3;2;1;5;4;9;7;3;1;2
45-54;22.000-43.999;6;5;3;2;1;3;4;6;3;2;1;2
45-54;22.000-43.999;6;7;3;2;1;4;3;8;5;2;1;2
45-54;22.000-43.999;8;6;4;3;2;7;5;9;6;3;1;2
45-54;22.000-43.999;6;5;3;2;1;3;4;8;8;3;1;2
45-54;22.000-43.999;7;6;4;3;2;5;4;9;4;3;1;2
45-54;22.000-43.999;8;7;4;3;2;6;5;9;6;3;1;2
45-54;22.000-43.999;7;5;3;2;1;4;4;8;5;2;1;2
45-54;22.000-43.999;8;6;4;3;2;7;5;9;6;3;1;2
45-54;44.000-65.999;8;5;3;2;1;3;4;7;4;2;1;1
45-54;44.000-65.999;8;4;3;2;1;2;3;8;5;2;1;1
45-54;44.000-65.999;9;6;4;3;2;5;4;9;6;3;2;1
45-54;44.000-65.999;10;7;5;3;2;4;6;11;4;3;2;2
45-54;66.000-87.999;9;4;5;2;1;3;4;8;5;3;2;1
45-54;66.000-87.999;12;6;5;3;2;4;5;11;6;4;2;1
45-54;66.000-87.999;9;5;4;2;1;3;4;8;4;3;2;1
45-54;66.000-87.999;9;5;4;2;1;3;4;8;4;3;1;1
45-54;Pref. no;9;7;4;3;2;5;6;10;4;3;1;2
45-54;Pref. no;7;5;3;2;1;4;6;8;8;3;1;2
45-54;Pref. no;8;6;4;3;2;7;5;9;6;3;1;2
45-54;Pref. no;6;4;3;2;1;4;3;7;6;2;1;2
>54;88.000-109.999;9;4;3;1;1;2;2;5;11;3;2;1
>54;88.000-109.999;14;7;6;3;2;4;5;8;19;6;3;2
>54;88.000-109.999;9;4;3;1;1;2;2;4;10;3;2;1
>54;88.000-109.999;15;6;4;2;1;3;4;7;20;5;3;2
>54;88.000-109.999;9;4;3;2;1;3;2;5;8;3;2;1
>54;88.000-109.999;12;6;4;2;1;3;5;7;16;4;2;1
>54;88.000-109.999;14;6;5;3;2;4;3;7;10;4;2;1
>54;88.000-109.999;14;6;5;3;2;4;5;8;21;4;3;2
>54;88.000-109.999;8;3;2;1;1;3;2;5;11;3;2;1
>54;110.000-131.999;12;6;5;3;2;4;4;7;17;5;3;2
>54;110.000-131.999;12;4;5;2;1;3;2;5;20;6;3;1
>54;110.000-131.999;14;6;5;3;2;4;3;7;12;4;2;1
>54;<22.000;4;9;2;3;1;5;3;6;10;2;1;4
>54;<22.000;4;9;2;3;1;6;3;5;7;2;1;4
>54;<22.000;6;9;2;3;1;4;3;5;10;2;1;4
>54;<22.000;4;8;2;3;1;5;3;6;14;2;1;4
>54;<22.000;3;6;2;1;1;4;2;3;12;2;1;4
>54;<22.000;5;9;2;3;1;4;3;6;8;2;1;4
>54;<22.000;4;6;2;1;1;3;2;5;10;2;1;4
>54;<22.000;6;9;3;2;1;4;3;7;10;2;1;5
>54;<22.000;4;7;3;2;1;5;3;6;13;2;1;4
>54;<22.000;4;7;2;1;1;3;2;4;8;1;0;3
>54;<22.000;6;8;3;2;1;5;4;7;14;3;1;6
>54;<22.000;4;7;2;1;1;3;2;5;11;2;1;4
>54;<22.000;5;9;3;2;1;4;2;5;7;1;0;3
>54;<22.000;4;6;2;1;1;3;2;4;7;2;1;3
>54;22.000-43.999;7;6;3;2;1;4;3;6;10;2;1;2
>54;22.000-43.999;7;6;4;2;1;3;3;6;8;2;1;2
>54;22.000-43.999;9;7;4;3;2;5;4;7;9;3;1;2
>54;22.000-43.999;8;6;3;2;1;4;3;5;10;2;1;2
>54;22.000-43.999;7;6;3;2;1;4;3;6;9;2;1;2
>54;22.000-43.999;9;7;5;3;2;4;4;8;10;3;1;2
>54;22.000-43.999;8;6;4;2;1;3;4;7;13;3;1;2
>54;22.000-43.999;8;6;4;3;2;5;4;7;10;3;1;2
>54;22.000-43.999;8;6;4;2;1;3;3;6;9;2;1;2
>54;22.000-43.999;9;7;4;3;2;5;4;8;10;3;1;2
>54;22.000-43.999;9;6;4;2;1;3;3;7;15;4;2;3
>54;22.000-43.999;8;6;3;2;1;4;2;6;12;3;1;2
>54;22.000-43.999;8;6;4;2;1;3;3;7;14;4;2;3
>54;22.000-43.999;7;5;4;3;2;4;3;6;12;2;1;3
>54;22.000-43.999;6;5;3;2;1;3;4;5;8;2;1;2
>54;22.000-43.999;8;6;4;2;1;3;3;7;14;4;1;2
>54;22.000-43.999;8;6;4;2;1;3;3;6;15;4;1;2
>54;22.000-43.999;8;6;4;2;1;3;3;6;9;2;1;2
>54;22.000-43.999;8;6;4;2;1;3;4;6;8;2;1;2
>54;44.000-65.999;7;5;4;2;1;3;3;6;8;2;1;1
>54;44.000-65.999;8;4;3;2;1;2;3;6;9;2;1;1
>54;44.000-65.999;8;5;3;2;1;4;3;6;9;2;1;1
>54;44.000-65.999;10;6;4;2;1;3;5;7;14;3;2;1
>54;44.000-65.999;10;6;4;2;1;3;4;7;15;5;2;1
>54;44.000-65.999;9;5;4;2;1;3;4;8;12;3;2;1
>54;44.000-65.999;10;6;4;2;1;3;4;7;15;5;2;1
>54;44.000-65.999;8;5;4;2;1;3;2;6;9;3;1;2
>54;44.000-65.999;8;5;4;2;1;3;2;6;9;3;1;2
>54;44.000-65.999;9;5;4;2;1;3;4;7;13;3;2;2
>54;44.000-65.999;8;5;4;2;1;3;2;6;15;4;2;1
>54;44.000-65.999;8;5;4;2;1;3;3;6;14;4;2;1
>54;44.000-65.999;8;5;3;2;1;4;3;6;14;5;2;1
>54;44.000-65.999;12;8;5;3;2;4;6;10;18;4;2;3
>54;44.000-65.999;9;5;3;2;1;4;2;6;12;3;1;2
>54;44.000-65.999;12;6;4;3;2;5;4;8;10;3;2;1
>54;44.000-65.999;9;5;4;2;1;3;2;6;8;3;1;2
>54;66.000-87.999;9;5;3;2;1;4;2;6;12;3;2;1
>54;66.000-87.999;14;6;4;2;1;3;3;7;20;5;2;1
>54;66.000-87.999;10;6;4;2;1;3;2;7;17;5;2;1
>54;66.000-87.999;12;6;4;2;1;3;5;7;16;4;2;1
>54;66.000-87.999;14;6;5;2;1;3;4;8;19;5;2;1
>54;66.000-87.999;14;7;5;2;1;3;4;8;10;3;2;1
>54;66.000-87.999;14;6;5;2;1;4;3;9;20;6;2;1
>54;66.000-87.999;8;4;3;2;1;2;2;5;9;3;2;1
>54;66.000-87.999;10;6;4;2;1;3;3;6;7;2;1;1
>54;66.000-87.999;12;6;4;3;2;5;4;8;20;6;3;2
>54;66.000-87.999;10;6;4;2;1;3;3;7;10;4;2;1
>54;66.000-87.999;9;4;3;2;1;3;2;5;8;3;1;1
>54;66.000-87.999;12;6;5;3;2;4;4;8;10;3;2;1
>54;Pref. no;9;6;4;2;1;3;3;5;7;2;1;2
>54;Pref. no;8;6;4;3;2;5;4;7;17;3;1;2
>54;Pref. no;8;5;3;2;1;4;3;6;9;2;1;2
>54;Pref. no;8;6;4;2;1;3;4;7;13;5;2;3
>54;Pref. no;8;6;4;2;1;3;3;7;9;2;1;2
>54;Pref. no;7;5;3;2;1;4;3;6;13;4;1;2
>54;Pref. no;6;4;3;2;1;4;3;5;8;2;1;2
>54;Pref. no;8;6;4;2;1;3;4;7;13;3;1;2
