age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
45-54;110.000-131.999;25;15;5;8;2;10;12;20;15;5;3;2
45-54;<22.000;3;5;1;4;2;5;6;8;5;2;1;3
45-54;<22.000;3;4;1;2;0;5;2;6;5;1;0;1
45-54;<22.000;5;7;2;3;1;4;6;8;5;2;1;1
45-54;<22.000;5;8;2;4;1;3;6;9;4;2;1;0
45-54;<22.000;5;7;2;3;1;4;6;7;6;2;1;1
45-54;<22.000;5;4;2;3;1;5;6;7;4;3;2;1
45-54;<22.000;5;8;2;3;1;4;6;7;7;2;1;3
45-54;22.000-43.999;5;7;2;4;3;6;8;6;5;2;1;3
45-54;22.000-43.999;7;5;2;4;3;6;5;9;6;4;2;3
45-54;22.000-43.999;5;7;2;4;3;6;8;7;6;5;2;3
45-54;22.000-43.999;12;15;4;10;3;6;14;12;12;5;2;3
45-54;22.000-43.999;5;7;2;4;3;6;8;10;7;5;2;1
45-54;22.000-43.999;5;7;2;3;1;4;6;8;3;5;2;1
45-54;22.000-43.999;5;7;2;4;1;3;6;8;4;2;1;1
45-54;22.000-43.999;5;4;2;3;1;5;4;6;5;3;2;1
45-54;22.000-43.999;5;7;2;4;3;6;8;10;2;3;1;2
45-54;44.000-65.999;12;8;4;6;2;5;7;10;8;3;2;1
45-54;44.000-65.999;10;8;2;5;1;4;6;12;3;2;1;1
45-54;44.000-65.999;12;8;3;5;2;4;6;9;7;5;2;1
45-54;44.000-65.999;12;8;3;5;2;4;6;10;6;3;2;1
45-54;44.000-65.999;12;8;3;5;2;4;7;10;7;3;2;1
45-54;44.000-65.999;10;8;3;5;2;7;6;12;7;4;2;1
45-54;44.000-65.999;12;10;3;8;2;5;7;15;18;6;2;3
45-54;44.000-65.999;12;8;3;5;2;10;7;15;8;4;2;1
45-54;44.000-65.999;10;8;4;6;2;5;7;12;6;3;2;1
45-54;66.000-87.999;12;8;4;6;2;3;5;15;15;6;3;2
45-54;66.000-87.999;15;10;5;8;2;5;12;15;10;6;4;3
45-54;66.000-87.999;12;8;3;5;2;4;10;12;2;3;2;1
45-54;66.000-87.999;12;8;4;6;2;3;7;15;13;5;3;1
45-54;Pref. no;5;7;2;4;3;6;8;9;8;3;2;1
45-54;Pref. no;12;10;4;8;3;5;9;15;10;4;2;1
45-54;Pref. no;10;8;3;7;2;5;6;12;7;4;2;1
>54;88.000-109.999;8;5;2;3;1;4;5;10;8;6;2;1
>54;88.000-109.999;25;18;7;12;3;10;15;20;30;8;5;2
>54;88.000-109.999;15;10;5;8;2;5;12;18;5;6;3;2
>54;88.000-109.999;15;10;4;6;2;3;8;12;10;5;2;1
>54;88.000-109.999;12;8;4;5;3;6;7;10;11;5;2;1
>54;88.000-109.999;12;8;3;4;2;6;7;10;8;5;2;1
>54;88.000-109.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;88.000-109.999;15;12;5;8;3;7;10;15;15;5;3;2
>54;88.000-109.999;15;12;4;6;3;5;8;12;25;7;3;2
>54;88.000-109.999;12;8;4;6;2;3;5;10;10;4;2;1
>54;88.000-109.999;5;3;2;4;1;5;4;5;6;2;1;1
>54;88.000-109.999;12;8;5;7;3;5;6;10;14;4;2;1
>54;110.000-131.999;12;5;3;4;2;6;7;8;17;5;2;1
>54;110.000-131.999;10;8;4;6;2;5;7;10;8;3;2;1
>54;110.000-131.999;12;8;5;4;3;6;7;10;11;5;2;1
>54;110.000-131.999;12;8;4;6;2;3;5;10;10;4;2;1
>54;132.000;12;4;3;2;1;3;5;8;12;4;2;1
>54;132.000;25;18;7;12;3;5;15;20;15;8;4;2
>54;<22.000;3;8;1;2;1;5;4;7;9;1;0;3
>54;<22.000;3;5;2;1;1;4;3;5;7;2;1;1
>54;<22.000;5;8;2;3;4;6;7;10;11;3;1;2
>54;<22.000;5;7;2;3;1;4;6;5;11;2;1;1
>54;<22.000;5;8;2;3;1;6;4;10;11;2;1;3
>54;<22.000;12;15;3;5;2;8;10;12;13;4;1;3
>54;<22.000;5;8;2;1;1;3;4;6;10;2;1;1
>54;<22.000;5;7;2;3;1;4;6;8;5;2;1;1
>54;<22.000;10;15;5;8;2;20;12;18;30;5;2;3
>54;<22.000;12;8;4;6;5;10;7;9;9;5;2;3
>54;<22.000;5;8;2;3;2;4;6;8;5;3;1;2
>54;<22.000;5;8;2;3;1;6;4;7;11;2;1;3
>54;<22.000;5;8;2;3;2;4;6;7;8;3;1;2
>54;<22.000;5;8;2;3;2;4;6;7;8;5;1;2
>54;<22.000;5;8;2;4;1;3;6;7;6;2;1;1
>54;<22.000;5;7;2;3;1;4;6;8;5;3;1;2
>54;<22.000;5;7;2;3;1;4;6;8;5;2;1;1
>54;<22.000;12;15;3;8;2;5;10;15;20;4;2;3
>54;<22.000;5;7;2;3;1;4;6;8;5;2;1;1
>54;22.000-43.999;15;12;3;8;2;10;7;15;18;5;2;3
>54;22.000-43.999;10;8;3;5;2;7;6;9;10;4;2;1
>54;22.000-43.999;5;7;2;4;1;3;6;8;4;3;2;1
>54;22.000-43.999;12;8;3;4;2;6;5;10;13;6;2;1
>54;22.000-43.999;5;7;2;4;3;6;4;6;8;3;2;1
>54;22.000-43.999;5;4;2;3;1;5;4;5;6;2;1;1
>54;22.000-43.999;5;4;2;3;1;5;4;5;6;3;1;2
>54;22.000-43.999;5;7;2;4;1;3;6;8;5;3;1;2
>54;22.000-43.999;10;8;3;5;2;7;6;9;15;4;2;1
>54;22.000-43.999;12;8;3;5;2;10;6;9;10;4;2;1
>54;22.000-43.999;12;8;3;5;2;10;6;9;10;4;2;1
>54;22.000-43.999;5;4;2;3;1;5;4;6;10;2;1;1
>54;22.000-43.999;12;8;3;4;3;5;6;8;11;2;1;1
>54;22.000-43.999;5;4;2;3;1;5;3;4;8;2;1;1
>54;22.000-43.999;5;4;2;3;1;5;4;5;6;2;1;1
>54;22.000-43.999;5;7;2;3;1;4;6;8;5;2;1;1
>54;22.000-43.999;12;8;3;4;2;6;5;10;10;3;2;1
>54;22.000-43.999;5;7;2;4;1;3;6;8;8;2;1;1
>54;22.000-43.999;5;7;2;3;1;4;6;8;5;2;1;0
>54;22.000-43.999;10;8;3;5;4;6;7;9;10;3;2;1
>54;22.000-43.999;5;4;2;3;1;5;4;6;10;3;1;2
>54;44.000-65.999;15;10;5;8;2;5;6;10;19;4;3;2
>54;44.000-65.999;10;8;4;6;2;5;7;12;16;3;2;1
>54;44.000-65.999;12;8;3;5;2;4;6;10;8;3;2;1
>54;44.000-65.999;12;8;4;3;3;5;6;10;9;4;2;1
>54;44.000-65.999;12;8;4;6;3;7;10;12;8;5;2;1
>54;44.000-65.999;12;8;5;6;4;10;7;12;16;5;2;3
>54;44.000-65.999;12;8;4;6;2;3;5;10;10;4;2;1
>54;44.000-65.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;44.000-65.999;12;8;3;5;2;10;7;12;11;4;2;1
>54;44.000-65.999;5;4;2;3;1;5;3;5;7;2;1;1
>54;44.000-65.999;12;8;3;4;2;6;5;10;10;4;2;1
>54;44.000-65.999;10;8;4;6;2;5;7;10;8;3;2;1
>54;44.000-65.999;10;8;2;5;3;7;6;12;7;4;2;1
>54;66.000-87.999;5;3;2;4;1;5;4;6;10;3;2;1
>54;66.000-87.999;10;8;4;3;2;5;6;10;6;4;2;1
>54;66.000-87.999;12;8;4;6;2;3;5;10;10;4;2;1
>54;66.000-87.999;10;8;3;5;2;7;6;9;10;4;2;1
>54;66.000-87.999;10;8;2;5;1;4;6;9;15;3;2;1
>54;66.000-87.999;12;8;5;6;4;3;7;10;11;5;3;2
>54;66.000-87.999;12;8;4;6;3;7;10;12;8;5;2;1
>54;Pref. no;10;8;3;5;2;7;6;9;10;4;2;1
>54;Pref. no;5;4;2;3;1;5;3;4;8;2;1;1
>54;Pref. no;12;8;3;5;2;4;6;10;8;3;2;1
>54;Pref. no;12;15;5;8;3;7;10;12;18;4;2;1
>54;Pref. no;5;7;2;4;1;3;6;8;8;2;1;1
>54;Pref. no;12;8;3;5;2;10;6;9;15;4;2;1
>54;Pref. no;12;8;3;5;2;10;7;9;14;4;2;1
>54;Pref. no;10;8;3;5;2;7;6;12;7;4;2;1
