age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
35-44;<22.000;3;5;2;4;1;6;5;6;4;2;1;3
35-44;<22.000;3;5;2;4;1;5;6;9;4;2;1;3
35-44;<22.000;3;6;2;4;1;5;6;8;3;2;1;4
35-44;<22.000;4;6;2;3;1;4;5;7;4;2;1;3
35-44;<22.000;3;5;2;4;1;5;4;8;3;2;1;3
35-44;<22.000;3;6;2;4;1;5;7;8;3;2;1;4
35-44;22.000-43.999;5;7;3;4;2;6;8;10;4;3;1;2
35-44;22.000-43.999;6;5;3;4;2;5;4;9;2;3;1;2
35-44;22.000-43.999;6;5;3;4;2;5;7;9;3;2;1;2
35-44;22.000-43.999;6;5;3;4;2;5;7;8;4;3;1;2
35-44;22.000-43.999;6;5;3;4;2;5;4;9;2;3;1;2
35-44;22.000-43.999;6;5;3;4;2;5;7;9;3;4;1;2
35-44;44.000-65.999;9;6;4;3;2;5;4;10;5;3;2;1
35-44;44.000-65.999;8;5;4;3;2;3;4;10;3;2;1;1
35-44;44.000-65.999;9;5;3;2;1;4;6;8;4;3;2;1
35-44;44.000-65.999;8;6;4;3;2;5;7;12;4;3;2;1
35-44;66.000-87.999;9;4;3;2;1;3;4;9;2;3;1;1
35-44;66.000-87.999;9;4;3;2;1;3;4;8;2;3;1;1
35-44;66.000-87.999;7;4;3;2;1;3;4;8;3;2;1;1
35-44;66.000-87.999;9;5;4;3;2;4;5;9;3;3;2;1
35-44;66.000-87.999;9;5;3;2;1;4;4;10;3;3;2;1
44-54;88.000-109.999;9;4;3;2;1;3;4;8;3;2;1;1
44-54;88.000-109.999;9;4;3;2;1;3;2;7;3;2;1;0
44-54;88.000-109.999;9;5;4;3;2;4;6;8;5;3;2;1
44-54;110.000-131.999;9;4;3;2;1;3;4;8;3;2;1;1
44-54;110.000-131.999;14;6;5;3;2;5;4;15;6;7;2;1
44-54;110.000-131.999;12;6;5;3;2;4;5;13;4;6;2;1
44-54;110.000-131.999;9;4;5;2;1;3;4;9;6;3;2;1
44-54;<22.000;3;9;2;5;1;6;4;8;4;2;0;5
44-54;<22.000;3;6;1;4;2;7;5;8;3;2;0;4
44-54;<22.000;3;7;2;4;1;6;5;8;10;2;1;4
44-54;<22.000;3;6;2;4;1;5;4;8;4;2;0;3
44-54;<22.000;3;5;2;4;1;5;4;7;4;2;1;3
44-54;<22.000;3;6;2;4;1;5;4;8;4;2;1;3
44-54;<22.000;3;5;2;4;1;5;4;8;4;2;1;3
44-54;<22.000;3;6;2;4;1;5;4;8;3;2;1;3
44-54;<22.000;3;6;2;4;1;5;4;8;3;2;1;4
44-54;<22.000;3;5;2;4;1;5;4;8;3;2;1;3
44-54;22.000-43.999;6;7;3;4;2;5;4;8;5;3;1;2
44-54;22.000-43.999;6;7;3;4;2;5;4;9;4;3;1;2
44-54;22.000-43.999;6;5;3;4;2;5;4;9;6;3;1;2
44-54;22.000-43.999;6;5;3;2;1;4;5;8;3;2;1;2
44-54;22.000-43.999;6;5;3;4;2;5;4;9;5;3;1;2
44-54;22.000-43.999;6;5;3;4;2;5;4;8;3;2;1;2
44-54;44.000-65.999;7;4;3;2;1;3;4;7;5;2;1;1
44-54;44.000-65.999;9;6;4;3;2;5;4;8;7;3;2;1
44-54;44.000-65.999;8;5;3;2;1;4;3;9;4;2;1;1
44-54;44.000-65.999;8;5;3;2;1;4;3;9;4;2;1;1
44-54;44.000-65.999;9;6;4;3;2;6;5;10;5;4;2;3
44-54;66.000-87.999;9;4;5;2;1;3;2;7;5;3;2;1
44-54;66.000-87.999;8;4;3;2;1;4;3;9;6;2;1;1
44-54;66.000-87.999;12;6;5;4;2;6;5;13;7;4;2;1
44-54;66.000-87.999;8;4;3;2;1;4;3;7;4;2;1;1
44-54;66.000-87.999;9;4;3;2;1;4;3;7;4;2;1;1
44-54;66.000-87.999;9;5;4;3;2;4;5;8;4;3;2;1
44-54;66.000-87.999;9;5;4;3;2;2;4;10;5;3;2;1
44-54;66.000-87.999;8;4;3;2;1;2;3;8;9;4;2;1
44-54;66.000-87.999;9;4;3;2;1;3;4;8;3;2;1;1
44-54;66.000-87.999;8;4;3;2;1;4;3;8;4;2;1;1
44-54;66.000-87.999;9;5;4;3;2;7;4;10;6;3;2;1
44-54;Pref. no;8;6;4;3;2;5;4;9;5;3;1;2
>54;88.000-109.999;9;5;4;2;1;3;2;5;7;3;2;1
>54;88.000-109.999;9;4;3;2;1;3;2;6;9;3;2;1
>54;88.000-109.999;14;6;5;3;2;4;4;9;17;5;3;2
>54;88.000-109.999;9;4;3;2;1;3;2;5;8;3;2;1
>54;88.000-109.999;12;5;6;3;2;4;4;8;16;5;2;1
>54;88.000-109.999;9;4;3;2;1;3;2;5;8;3;2;1
>54;88.000-109.999;10;6;4;2;1;3;3;7;16;5;2;1
>54;88.000-109.999;8;4;3;2;1;2;3;6;11;4;2;1
>54;88.000-109.999;12;6;5;3;2;4;4;8;16;5;2;1
>54;88.000-109.999;9;5;4;2;1;3;2;6;11;3;1;1
>54;88.000-109.999;8;5;4;2;1;3;2;6;9;3;2;1
>54;88.000-109.999;9;5;4;2;1;3;2;5;7;3;1;1
>54;88.000-109.999;9;4;3;2;1;3;2;5;10;3;1;1
>54;88.000-109.999;9;5;4;2;1;3;2;6;12;4;2;1
>54;88.000-109.999;9;5;3;2;1;4;3;6;10;2;1;1
>54;110.000-131.999;8;4;3;2;1;2;2;6;8;3;2;1
>54;110.000-131.999;9;3;4;2;1;3;2;5;15;4;2;1
>54;110.000-131.999;14;6;4;3;2;5;4;9;16;5;2;1
>54;110.000-131.999;12;5;6;3;2;4;4;9;19;6;2;1
>54;110.000-131.999;9;4;5;2;1;3;2;6;12;4;2;1
>54;<22.000;4;6;2;3;1;4;3;5;8;2;1;3
>54;<22.000;3;6;1;2;1;4;2;5;6;1;0;3
>54;<22.000;4;7;2;3;1;5;3;6;8;2;1;4
>54;<22.000;4;6;2;3;1;4;3;5;8;2;1;4
>54;<22.000;3;6;2;4;1;5;2;4;10;2;1;3
>54;<22.000;5;8;2;3;1;6;4;7;14;3;1;5
>54;<22.000;6;8;3;2;1;5;3;7;15;2;1;4
>54;<22.000;4;6;2;3;1;5;2;4;7;2;1;3
>54;<22.000;6;8;3;2;1;5;3;7;15;2;1;4
>54;<22.000;5;6;2;3;1;4;3;5;9;2;1;3
>54;<22.000;5;7;3;2;1;4;3;6;9;2;1;3
>54;<22.000;4;7;2;3;1;5;2;6;9;3;1;2
>54;<22.000;6;8;3;2;1;5;3;7;15;4;1;6
>54;<22.000;6;5;3;2;1;4;3;5;8;2;1;3
>54;<22.000;6;8;3;2;1;5;4;7;14;3;1;4
>54;<22.000;6;5;3;2;1;4;3;7;11;2;1;4
>54;<22.000;5;6;3;2;1;4;3;5;9;2;1;3
>54;<22.000;6;5;3;2;1;4;3;7;11;2;1;3
>54;<22.000;6;4;3;2;1;4;3;5;8;2;1;3
>54;<22.000;6;5;3;2;1;4;3;5;13;2;1;3
>54;<22.000;8;6;4;3;2;5;4;7;17;3;1;6
>54;22.000-43.999;6;4;3;2;1;4;3;5;8;2;1;2
>54;22.000-43.999;6;4;3;2;1;4;3;6;7;2;1;2
>54;22.000-43.999;8;5;3;2;1;4;3;6;10;2;1;2
>54;22.000-43.999;8;6;4;3;2;5;4;7;17;3;1;2
>54;22.000-43.999;8;6;4;3;2;5;4;7;10;3;1;2
>54;22.000-43.999;8;5;3;2;1;4;3;6;9;2;1;2
>54;22.000-43.999;6;4;3;2;1;4;3;4;6;2;1;2
>54;22.000-43.999;5;3;2;1;1;3;4;5;5;2;1;2
>54;22.000-43.999;5;4;3;2;1;2;3;4;5;2;1;1
>54;22.000-43.999;5;3;2;1;1;3;2;4;8;3;1;2
>54;22.000-43.999;5;3;2;2;1;2;4;5;4;3;2;2
>54;22.000-43.999;5;3;4;2;1;3;4;5;9;3;2;2
>54;22.000-43.999;6;4;3;2;1;2;3;4;8;2;1;1
>54;22.000-43.999;4;3;2;1;1;2;2;3;7;2;1;1
>54;22.000-43.999;4;3;2;1;1;2;3;4;5;2;1;1
>54;22.000-43.999;5;4;2;3;1;2;3;4;5;2;1;1
>54;22.000-43.999;5;3;2;1;1;2;2;4;7;3;1;2
>54;22.000-43.999;4;3;2;1;1;2;3;4;5;2;1;1
>54;22.000-43.999;4;3;2;1;1;2;3;4;5;2;1;1
>54;22.000-43.999;4;3;2;1;1;2;3;4;5;2;1;1
>54;44.000-65.999;5;3;2;1;1;2;2;3;7;2;1;1
>54;44.000-65.999;5;3;2;1;1;3;4;5;5;3;2;1
>54;44.000-65.999;8;5;3;2;1;1;4;6;9;3;2;1
>54;44.000-65.999;6;4;3;2;1;4;2;5;8;3;2;1
>54;44.000-65.999;5;3;2;1;1;3;2;4;5;3;2;1
>54;44.000-65.999;6;4;3;2;1;4;3;5;8;4;2;1
>54;44.000-65.999;5;3;2;1;1;2;3;4;6;2;1;1
>54;44.000-65.999;5;3;2;1;1;2;4;5;4;3;2;1
>54;44.000-65.999;6;4;3;2;1;4;3;5;7;2;1;2
>54;44.000-65.999;5;3;2;1;1;3;4;5;5;2;1;1
>54;44.000-65.999;6;3;2;1;1;2;3;4;7;3;2;1
>54;44.000-65.999;5;3;2;1;1;2;2;4;7;3;1;1
>54;44.000-65.999;5;3;2;1;1;2;2;4;7;3;1;1
>54;44.000-65.999;4;2;2;1;1;0;3;4;3;2;1;1
>54;66.000-87.999;5;3;2;1;1;2;2;4;7;3;1;1
>54;66.000-87.999;6;3;2;1;1;2;2;4;8;3;1;1
>54;66.000-87.999;8;3;4;2;1;2;3;5;12;4;2;1
>54;66.000-87.999;6;2;3;1;1;2;2;4;8;3;1;1
>54;66.000-87.999;8;4;3;2;1;2;3;4;8;5;2;1
>54;66.000-87.999;6;3;4;2;1;2;3;4;9;3;2;1
>54;66.000-87.999;8;4;3;2;1;2;3;5;12;4;2;1
>54;66.000-87.999;5;3;2;1;1;2;2;3;8;4;1;1
>54;66.000-87.999;5;2;3;1;1;2;2;4;7;3;1;1
>54;Pref. no;6;3;2;1;1;2;2;4;8;3;2;1
>54;Pref. no;5;4;2;3;1;2;3;4;5;2;1;1
>54;Pref. no;5;3;2;2;1;2;3;4;6;2;1;1
>54;Pref. no;5;3;2;1;1;2;4;5;4;3;2;1
