age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
>54;<22.000;8;5;4;2;1;3;2;5;10;3;1;2
>54;22.000-43.999;8;6;4;3;2;4;3;7;13;5;2;3
>54;22.000-43.999;10;6;4;3;2;5;4;7;9;3;1;2
>54;22.000-43.999;9;5;3;2;1;4;3;7;10;2;1;2
>54;22.000-43.999;12;8;6;4;3;7;5;10;15;4;2;3
>54;22.000-43.999;8;5;3;2;1;4;3;7;9;2;1;2
>54;22.000-43.999;8;5;4;3;2;3;4;7;11;3;1;2
>54;22.000-43.999;8;5;4;3;2;6;4;7;11;3;2;2
>54;22.000-43.999;8;5;3;2;1;4;3;6;10;2;1;2
>54;22.000-43.999;8;5;4;3;2;5;3;6;8;2;1;2
>54;22.000-43.999;12;7;5;4;2;6;5;8;13;4;2;3
>54;22.000-43.999;9;5;3;2;1;4;3;6;8;2;1;2
>54;22.000-43.999;9;4;3;2;1;3;2;5;15;4;2;1
>54;22.000-43.999;9;5;4;3;2;7;4;8;10;3;1;2
>54;22.000-43.999;7;4;3;2;1;3;4;6;10;2;1;2
>54;22.000-43.999;12;7;5;4;2;6;5;10;21;4;2;3
>54;22.000-43.999;12;7;5;4;2;6;5;9;12;3;2;4
>54;22.000-43.999;9;5;4;3;2;4;3;7;13;4;2;3
>54;22.000-43.999;8;5;4;3;2;6;4;7;17;5;2;3
>54;22.000-43.999;12;7;5;3;2;6;4;8;13;3;1;2
>54;22.000-43.999;9;4;5;3;2;4;6;8;13;4;2;3
>54;22.000-43.999;8;4;5;3;2;6;4;7;11;3;2;2
>54;44.000-65.999;9;4;3;2;1;3;2;6;9;3;2;1
>54;44.000-65.999;14;6;5;3;2;4;5;10;15;4;2;1
>54;44.000-65.999;12;6;4;3;2;5;4;8;10;3;2;1
>54;44.000-65.999;8;4;3;2;1;2;3;7;10;2;1;1
>54;44.000-65.999;9;4;3;2;1;3;2;6;9;3;1;1
>54;44.000-65.999;15;6;5;3;2;4;4;10;21;5;2;3
>54;44.000-65.999;12;6;5;3;2;4;4;9;15;3;2;1
>54;44.000-65.999;9;4;3;2;1;3;4;7;11;2;1;1
>54;44.000-65.999;12;6;4;3;2;5;4;8;20;3;2;1
>54;44.000-65.999;14;6;5;3;2;4;5;10;19;4;2;3
>54;44.000-65.999;10;5;4;3;2;6;4;7;9;3;2;1
>54;44.000-65.999;12;6;5;4;2;6;3;8;14;4;2;1
>54;44.000-65.999;12;6;4;3;2;5;4;10;18;6;2;3
>54;66.000-87.999;14;5;6;2;1;3;4;9;18;5;2;1
>54;66.000-87.999;15;6;5;3;2;4;4;8;19;6;3;2
>54;66.000-87.999;14;5;4;3;2;4;3;7;10;4;2;1
>54;66.000-87.999;14;5;7;3;2;4;4;9;18;6;2;1
>54;66.000-87.999;14;6;4;3;2;5;4;8;12;3;2;1
>54;66.000-87.999;12;6;4;3;2;5;4;9;11;3;2;1
>54;66.000-87.999;14;6;5;3;2;4;5;10;19;4;3;2
>54;Pref. no;14;6;5;3;2;4;5;9;16;4;2;3
>54;Pref. no;12;6;4;3;2;5;4;8;20;5;2;3
>54;Pref. no;8;4;3;2;1;5;3;6;9;2;1;2
>54;Pref. no;12;7;5;3;2;6;4;9;12;3;1;2
>54;Pref. no;12;6;5;4;3;7;4;8;10;3;2;2
>54;Pref. no;10;5;4;3;2;6;4;8;12;3;1;2
>54;Pref. no;9;4;3;2;1;3;2;5;10;3;1;2
>54;Pref. no;9;4;3;2;1;5;3;7;9;2;1;1
