age;income;pp;psoe;vox;sumar;blank;q6;age.18.34;age.35.54;age.over54;independent;doctor;unemployed
35-44;<22.000;5;9;2;7;3;10;8;15;6;4;1;5
35-44;<22.000;4;7;1;6;2;10;8;13;3;4;1;5
35-44;22.000-43.999;6;7;2;5;3;7;8;11;3;4;1;3
35-44;22.000-43.999;6;8;3;5;2;6;7;13;5;4;1;3
35-44;22.000-43.999;8;6;3;5;2;6;7;13;3;4;1;2
35-44;22.000-43.999;8;6;3;4;2;7;5;12;4;3;1;2
35-44;22.000-43.999;7;6;3;5;2;9;6;12;4;4;1;3
35-44;22.000-43.999;6;8;3;5;2;11;7;17;6;4;1;3
35-44;22.000-43.999;7;6;3;5;2;9;6;13;4;3;1;4
35-44;44.000-65.999;9;6;4;5;2;7;8;12;4;3;2;2
35-44;44.000-65.999;9;6;4;5;3;7;8;12;5;4;2;3
35-44;44.000-65.999;8;5;3;4;2;6;7;11;4;3;2;2
35-44;66.000-87.999;12;6;5;4;3;10;8;17;5;6;2;3
35-44;66.000-87.999;12;6;5;4;3;10;8;15;6;4;2;3
35-44;66.000-87.999;9;5;4;3;2;7;6;10;5;3;2;1
35-44;66.000-87.999;9;6;4;5;2;7;6;14;5;3;2;1
35-44;66.000-87.999;10;6;4;3;2;5;4;13;6;3;2;1
35-44;66.000-87.999;9;5;3;4;2;7;6;10;3;4;2;1
35-44;Pref. no;8;6;3;5;2;11;7;15;6;4;2;3
35-44;Pref. no;7;6;3;4;2;8;5;10;5;3;1;2
35-44;Pref. no;8;7;3;5;2;10;6;14;5;4;2;3
45-54;88.000-109.999;14;5;6;3;2;7;4;15;5;3;2;1
45-54;88.000-109.999;12;4;5;2;1;6;3;14;5;4;2;1
45-54;88.000-109.999;12;5;6;3;2;7;4;14;6;3;2;1
45-54;88.000-109.999;14;6;5;3;2;7;4;16;5;3;2;1
45-54;88.000-109.999;15;6;4;3;2;10;5;17;6;4;2;1
45-54;88.000-109.999;14;6;5;3;2;5;4;18;5;3;2;1
45-54;110.000-131.999;18;4;7;2;1;8;3;14;6;5;2;1
45-54;<22.000;5;8;2;6;3;11;7;13;7;4;1;6
45-54;<22.000;6;8;3;5;2;10;7;12;5;4;1;6
45-54;<22.000;6;9;2;5;1;7;4;11;4;3;1;5
45-54;<22.000;5;8;2;4;3;10;6;11;3;2;1;4
45-54;<22.000;5;8;2;6;3;11;7;12;5;4;1;6
45-54;<22.000;6;9;2;5;1;7;4;11;2;3;1;4
45-54;<22.000;5;8;2;4;1;10;6;12;5;3;1;4
45-54;22.000-43.999;6;7;3;4;2;8;5;10;3;2;1;3
45-54;22.000-43.999;7;6;3;5;2;10;6;12;4;3;1;4
45-54;22.000-43.999;8;7;4;6;3;12;5;18;7;4;2;3
45-54;22.000-43.999;10;8;5;6;2;9;7;13;6;4;2;3
45-54;22.000-43.999;6;8;3;4;2;7;5;12;3;4;2;3
45-54;22.000-43.999;10;8;5;6;2;9;7;14;5;4;2;3
45-54;22.000-43.999;7;6;3;4;2;8;5;11;4;3;1;2
45-54;22.000-43.999;9;8;4;5;2;7;6;12;4;3;1;2
45-54;22.000-43.999;9;7;4;6;3;11;5;17;8;4;2;3
45-54;44.000-65.999;12;7;4;5;2;10;6;18;9;4;2;3
45-54;44.000-65.999;10;7;4;5;2;6;8;15;4;3;2;2
45-54;44.000-65.999;12;8;6;5;3;11;7;19;9;4;2;3
45-54;44.000-65.999;10;7;4;5;2;6;8;14;5;3;2;2
45-54;44.000-65.999;12;9;5;6;3;10;8;18;7;4;2;3
45-54;44.000-65.999;12;8;6;5;3;10;7;21;6;4;2;3
45-54;44.000-65.999;12;8;5;6;3;11;7;18;6;4;2;3
45-54;44.000-65.999;10;6;3;4;2;5;7;13;4;3;2;2
45-54;44.000-65.999;12;8;6;5;3;10;7;18;6;4;2;3
45-54;66.000-87.999;10;5;4;3;2;6;4;12;5;3;2;1
45-54;66.000-87.999;10;6;4;3;2;5;4;12;3;3;2;1
45-54;66.000-87.999;12;6;4;3;2;8;5;13;7;4;2;1
45-54;66.000-87.999;12;6;5;4;3;10;5;15;5;4;2;3
45-54;Pref. no;10;8;4;6;3;9;7;13;7;4;2;3
45-54;Pref. no;10;8;4;5;2;6;7;13;5;4;2;3
45-54;Pref. no;8;6;4;5;2;10;7;14;8;3;2;4
>54;88.000-109.999;12;4;6;1;2;5;3;7;20;4;2;1
>54;88.000-109.999;12;4;6;1;2;5;3;8;19;4;2;1
>54;88.000-109.999;14;6;7;3;2;5;4;8;25;6;3;1
>54;88.000-109.999;12;4;6;2;1;5;3;7;20;4;3;1
>54;88.000-109.999;12;4;5;2;1;6;3;8;19;4;3;1
>54;88.000-109.999;12;6;5;3;2;7;4;6;15;3;2;1
>54;88.000-109.999;12;4;5;3;2;6;3;7;16;4;2;1
>54;88.000-109.999;12;4;6;2;3;5;3;7;22;6;4;1
>54;88.000-109.999;14;6;5;2;3;7;4;9;14;3;2;1
>54;88.000-109.999;12;5;6;3;2;7;4;8;20;3;2;1
>54;88.000-109.999;15;5;6;3;2;4;3;7;21;4;2;1
>54;88.000-109.999;12;5;6;2;1;4;3;7;20;4;3;1
>54;110.000-131.999;12;5;6;2;3;4;3;7;18;4;3;1
>54;110.000-131.999;18;4;6;2;1;4;3;7;25;5;4;1
>54;110.000-131.999;18;5;7;3;2;6;4;10;27;6;3;1
>54;110.000-131.999;18;4;6;2;1;4;3;7;25;5;4;1
>54;>132.000;14;2;7;1;1;5;3;6;21;4;3;0
>54;>132.000;15;3;6;1;2;3;2;5;20;4;3;0
>54;<22.000;6;9;2;4;1;8;3;7;12;2;1;4
>54;<22.000;5;8;2;4;1;10;3;6;21;2;1;4
>54;<22.000;6;10;2;3;1;8;4;7;14;2;1;5
>54;<22.000;6;10;2;3;2;7;3;6;12;2;1;4
>54;<22.000;4;6;2;3;2;8;3;5;12;2;1;4
>54;<22.000;4;6;1;3;2;9;3;5;10;2;1;4
>54;<22.000;6;10;2;4;1;7;3;5;12;2;1;4
>54;<22.000;6;9;2;3;1;7;4;6;12;3;1;4
>54;<22.000;5;7;2;3;2;6;4;5;10;2;1;4
>54;<22.000;5;8;2;4;1;10;3;6;21;2;1;5
>54;<22.000;6;9;2;3;1;7;4;6;8;2;1;3
>54;<22.000;6;9;2;3;1;7;3;5;13;2;1;4
>54;<22.000;5;7;2;3;1;6;4;5;8;2;1;3
>54;<22.000;6;10;2;3;1;8;4;5;11;2;1;3
>54;<22.000;5;9;2;3;1;7;4;6;10;2;1;3
>54;<22.000;4;6;1;2;2;10;3;5;17;2;1;4
>54;<22.000;6;10;2;4;1;7;3;5;15;2;1;4
>54;<22.000;6;9;2;4;3;10;3;7;14;2;1;4
>54;<22.000;6;8;2;4;1;9;3;7;20;4;1;5
>54;22.000-43.999;9;7;4;3;2;5;4;6;15;3;2;2
>54;22.000-43.999;10;8;4;3;2;6;5;9;13;3;1;2
>54;22.000-43.999;12;9;4;3;2;8;5;7;18;4;2;3
>54;22.000-43.999;10;7;4;3;2;6;5;9;12;3;1;2
>54;22.000-43.999;12;9;4;3;2;10;5;8;27;6;2;4
>54;22.000-43.999;12;9;4;3;2;8;5;7;18;4;2;3
>54;22.000-43.999;10;8;4;3;2;6;5;7;15;4;2;3
>54;22.000-43.999;10;8;4;3;2;6;5;9;15;4;2;3
>54;22.000-43.999;12;9;4;5;3;7;6;10;17;4;2;3
>54;22.000-43.999;9;7;4;3;2;5;3;6;18;4;2;3
>54;22.000-43.999;8;7;3;2;1;4;3;6;16;2;1;2
>54;22.000-43.999;10;8;4;5;3;6;4;7;20;3;2;4
>54;22.000-43.999;8;7;3;4;2;6;5;9;15;4;2;3
>54;22.000-43.999;10;8;4;3;2;6;3;7;17;5;2;3
>54;22.000-43.999;10;8;4;3;2;6;4;7;18;3;2;1
>54;22.000-43.999;12;10;4;3;2;9;5;8;20;4;2;3
>54;22.000-43.999;8;6;3;4;2;7;5;6;12;3;1;2
>54;22.000-43.999;9;7;4;3;2;5;3;6;18;4;2;3
>54;22.000-43.999;10;8;4;5;2;6;3;7;25;4;2;3
>54;22.000-43.999;8;10;3;4;2;5;4;6;12;3;1;2
>54;22.000-43.999;8;6;3;2;1;5;2;4;17;3;1;2
>54;44.000-65.999;12;9;5;4;2;8;6;10;14;3;2;2
>54;44.000-65.999;8;5;3;2;1;6;4;7;12;3;2;1
>54;44.000-65.999;12;9;4;3;2;6;4;8;14;5;2;3
>54;44.000-65.999;12;8;6;4;3;7;5;10;15;4;2;3
>54;44.000-65.999;12;9;4;3;2;5;4;6;21;3;2;1
>54;44.000-65.999;12;8;4;3;2;6;5;9;21;4;2;3
>54;44.000-65.999;12;7;5;3;2;6;4;9;22;5;2;3
>54;44.000-65.999;12;8;4;3;2;6;5;10;20;4;2;3
>54;44.000-65.999;12;9;6;4;3;7;5;10;16;4;2;3
>54;44.000-65.999;12;9;4;3;2;6;5;10;21;4;2;3
>54;44.000-65.999;9;5;4;3;2;7;4;6;13;3;2;1
>54;44.000-65.999;12;9;5;4;3;7;6;8;16;4;2;3
>54;44.000-65.999;10;6;4;3;2;5;4;8;14;3;2;1
>54;66.000-87.999;10;5;4;2;3;6;3;7;14;4;2;1
>54;66.000-87.999;12;6;4;3;2;8;5;7;15;4;3;2
>54;66.000-87.999;12;7;5;3;2;6;4;8;17;3;2;1
>54;66.000-87.999;12;6;4;3;2;8;5;9;18;4;3;2
>54;66.000-87.999;12;7;5;3;2;6;4;8;17;3;2;1
>54;66.000-87.999;10;5;3;2;2;8;4;6;12;3;2;1
>54;66.000-87.999;12;8;5;3;2;10;6;9;25;4;3;2
>54;Pref. no;8;6;4;3;2;7;4;6;10;3;2;1
>54;Pref. no;10;8;4;3;2;6;5;7;21;4;2;3
>54;Pref. no;12;9;5;4;3;7;6;10;14;4;2;3
>54;Pref. no;12;9;6;4;3;8;5;10;19;4;2;3
>54;Pref. no;12;9;5;3;2;8;6;10;23;4;2;3
>54;Pref. no;12;9;6;4;3;8;5;7;22;4;2;3
>54;Pref. no;8;6;4;3;2;7;5;6;14;3;2;1
>54;Pref. no;12;9;6;4;3;10;5;8;31;7;2;4
